5.00000E+0,4.32467E-12
4.79592E+0,2.94995E-12
4.59184E+0,1.90353E-12
4.38776E+0,2.10381E-12
4.18367E+0,-5.35250E-13
3.97959E+0,9.87768E-13
3.77551E+0,-7.36713E-13
3.57143E+0,1.08123E-12
3.36735E+0,3.64780E-14
3.16327E+0,-4.24862E-13
2.95918E+0,-2.51770E-13
2.75510E+0,-1.15013E-12
2.55102E+0,-1.02162E-12
2.34694E+0,-1.06168E-12
2.14286E+0,-1.38879E-12
1.93878E+0,-1.67465E-12
1.73469E+0,-1.93095E-12
1.53061E+0,-2.09498E-12
1.32653E+0,-2.29621E-12
1.12245E+0,-2.36392E-12
9.18367E-1,-2.31075E-12
7.14286E-1,-3.15595E-12
5.10204E-1,-3.43800E-12
3.06122E-1,-3.69286E-12
1.02041E-1,-3.60894E-12
-1.02041E-1,-3.76344E-12
-3.06122E-1,-4.01902E-12
-5.10204E-1,-5.23877E-12
-7.14286E-1,-1.04060E-11
-9.18367E-1,-5.78094E-12
-1.12245E+0,-5.96952E-12
-1.32653E+0,-6.54316E-12
-1.53061E+0,-5.11146E-12
-1.73469E+0,-5.52988E-12
-1.93878E+0,-6.16813E-12
-2.14286E+0,-6.42848E-12
-2.34694E+0,-6.86479E-12
-2.55102E+0,-6.99782E-12
-2.75510E+0,-6.95872E-12
-2.95918E+0,-6.97851E-12
-3.16327E+0,-7.15208E-12
-3.36735E+0,-7.06792E-12
-3.57143E+0,-7.30944E-12
-3.77551E+0,-7.76219E-12
-3.97959E+0,-7.48968E-12
-4.18367E+0,-7.68304E-12
-4.38776E+0,-8.09097E-12
-4.59184E+0,-8.22187E-12
-4.79592E+0,-8.28552E-12
-5.00000E+0,-8.64816E-12
