x	CH1	Source	CH1_
3.12E-06	0.576	-1.96E-05	0
3.13E-06	0.584	-1.96E-05	0
3.13E-06	0.584	-1.96E-05	-0.02
3.13E-06	0.592	-1.95E-05	0
3.13E-06	0.584	-1.95E-05	-0.02
3.13E-06	0.576	-1.95E-05	-0.02
3.14E-06	0.584	-1.95E-05	0
3.14E-06	0.576	-1.95E-05	0
3.14E-06	0.576	-1.95E-05	-0.02
3.14E-06	0.568	-1.95E-05	-0.02
3.14E-06	0.584	-1.95E-05	-0.02
3.15E-06	0.576	-1.95E-05	-0.02
3.15E-06	0.576	-1.95E-05	-0.02
3.15E-06	0.576	-1.94E-05	-0.02
3.15E-06	0.568	-1.94E-05	-0.02
3.15E-06	0.576	-1.94E-05	0
3.16E-06	0.584	-1.94E-05	-0.02
3.16E-06	0.576	-1.94E-05	0
3.16E-06	0.576	-1.94E-05	-0.02
3.16E-06	0.576	-1.94E-05	0
3.16E-06	0.584	-1.94E-05	0
3.17E-06	0.584	-1.94E-05	0
3.17E-06	0.584	-1.94E-05	0
3.17E-06	0.576	-1.93E-05	0
3.17E-06	0.576	-1.93E-05	-0.02
3.17E-06	0.584	-1.93E-05	0
3.18E-06	0.584	-1.93E-05	0
3.18E-06	0.576	-1.93E-05	-0.02
3.18E-06	0.576	-1.93E-05	-0.02
3.18E-06	0.568	-1.93E-05	-0.02
3.18E-06	0.576	-1.93E-05	0
3.19E-06	0.584	-1.93E-05	-0.02
3.19E-06	0.584	-1.93E-05	-0.02
3.19E-06	0.576	-1.92E-05	-0.02
3.19E-06	0.576	-1.92E-05	0
3.19E-06	0.576	-1.92E-05	0
3.20E-06	0.584	-1.92E-05	-0.02
3.20E-06	0.584	-1.92E-05	-0.02
3.20E-06	0.584	-1.92E-05	-0.02
3.20E-06	0.576	-1.92E-05	-0.02
3.20E-06	0.584	-1.92E-05	-0.02
3.21E-06	0.584	-1.92E-05	-0.02
3.21E-06	0.576	-1.92E-05	-0.02
3.21E-06	0.576	-1.91E-05	-0.02
3.21E-06	0.568	-1.91E-05	-0.02
3.21E-06	0.584	-1.91E-05	-0.02
3.22E-06	0.584	-1.91E-05	-0.02
3.22E-06	0.576	-1.91E-05	0
3.22E-06	0.576	-1.91E-05	-0.02
3.22E-06	0.568	-1.91E-05	-0.02
3.22E-06	0.576	-1.91E-05	-0.02
3.23E-06	0.584	-1.91E-05	-0.02
3.23E-06	0.584	-1.91E-05	-0.02
3.23E-06	0.576	-1.90E-05	-0.02
3.23E-06	0.568	-1.90E-05	-0.02
3.23E-06	0.584	-1.90E-05	-0.02
3.24E-06	0.584	-1.90E-05	0
3.24E-06	0.584	-1.90E-05	-0.02
3.24E-06	0.576	-1.90E-05	-0.02
3.24E-06	0.576	-1.90E-05	-0.02
3.24E-06	0.584	-1.90E-05	-0.02
3.25E-06	0.584	-1.90E-05	-0.02
3.25E-06	0.584	-1.90E-05	-0.02
3.25E-06	0.576	-1.89E-05	-0.02
3.25E-06	0.568	-1.89E-05	-0.02
3.25E-06	0.584	-1.89E-05	-0.02
3.26E-06	0.584	-1.89E-05	-0.02
3.26E-06	0.584	-1.89E-05	-0.02
3.26E-06	0.576	-1.89E-05	-0.02
3.26E-06	0.568	-1.89E-05	-0.02
3.26E-06	0.576	-1.89E-05	-0.02
3.27E-06	0.584	-1.89E-05	-0.02
3.27E-06	0.576	-1.89E-05	-0.02
3.27E-06	0.576	-1.88E-05	-0.02
3.27E-06	0.568	-1.88E-05	-0.02
3.27E-06	0.576	-1.88E-05	-0.02
3.28E-06	0.584	-1.88E-05	-0.02
3.28E-06	0.584	-1.88E-05	-0.02
3.28E-06	0.576	-1.88E-05	-0.02
3.28E-06	0.576	-1.88E-05	-0.02
3.28E-06	0.576	-1.88E-05	-0.02
3.29E-06	0.584	-1.88E-05	-0.02
3.29E-06	0.576	-1.88E-05	-0.02
3.29E-06	0.576	-1.87E-05	-0.02
3.29E-06	0.576	-1.87E-05	-0.02
3.29E-06	0.584	-1.87E-05	-0.02
3.30E-06	0.584	-1.87E-05	-0.02
3.30E-06	0.568	-1.87E-05	-0.02
3.30E-06	0.576	-1.87E-05	-0.02
3.30E-06	0.576	-1.87E-05	0
3.30E-06	0.584	-1.87E-05	-0.02
3.31E-06	0.584	-1.87E-05	-0.02
3.31E-06	0.576	-1.87E-05	-0.02
3.31E-06	0.576	-1.86E-05	-0.02
3.31E-06	0.576	-1.86E-05	0
3.31E-06	0.584	-1.86E-05	-0.02
3.32E-06	0.584	-1.86E-05	0
3.32E-06	0.584	-1.86E-05	-0.02
3.32E-06	0.576	-1.86E-05	-0.02
3.32E-06	0.576	-1.86E-05	0
3.32E-06	0.584	-1.86E-05	0
3.33E-06	0.584	-1.86E-05	-0.02
3.33E-06	0.576	-1.86E-05	-0.02
3.33E-06	0.576	-1.85E-05	0
3.33E-06	0.576	-1.85E-05	-0.02
3.33E-06	0.584	-1.85E-05	-0.02
3.34E-06	0.584	-1.85E-05	0
3.34E-06	0.576	-1.85E-05	-0.02
3.34E-06	0.576	-1.85E-05	0
3.34E-06	0.568	-1.85E-05	-0.02
3.34E-06	0.584	-1.85E-05	0
3.35E-06	0.584	-1.85E-05	-0.02
3.35E-06	0.584	-1.85E-05	0
3.35E-06	0.576	-1.84E-05	0
3.35E-06	0.568	-1.84E-05	-0.02
3.35E-06	0.576	-1.84E-05	0
3.36E-06	0.592	-1.84E-05	0
3.36E-06	0.592	-1.84E-05	0
3.36E-06	0.576	-1.84E-05	0
3.36E-06	0.568	-1.84E-05	-0.02
3.36E-06	0.576	-1.84E-05	-0.02
3.37E-06	0.584	-1.84E-05	-0.02
3.37E-06	0.584	-1.84E-05	-0.02
3.37E-06	0.576	-1.83E-05	0
3.37E-06	0.568	-1.83E-05	0
3.37E-06	0.576	-1.83E-05	-0.02
3.38E-06	0.584	-1.83E-05	0
3.38E-06	0.584	-1.83E-05	-0.02
3.38E-06	0.576	-1.83E-05	-0.02
3.38E-06	0.576	-1.83E-05	-0.02
3.38E-06	0.576	-1.83E-05	-0.02
3.39E-06	0.584	-1.83E-05	-0.02
3.39E-06	0.584	-1.83E-05	-0.02
3.39E-06	0.576	-1.82E-05	-0.02
3.39E-06	0.568	-1.82E-05	0
3.39E-06	0.584	-1.82E-05	-0.02
3.40E-06	0.584	-1.82E-05	-0.02
3.40E-06	0.584	-1.82E-05	-0.02
3.40E-06	0.576	-1.82E-05	0
3.40E-06	0.568	-1.82E-05	0
3.40E-06	0.584	-1.82E-05	-0.02
3.41E-06	0.584	-1.82E-05	-0.02
3.41E-06	0.584	-1.82E-05	-0.02
3.41E-06	0.576	-1.81E-05	0
3.41E-06	0.568	-1.81E-05	-0.02
3.41E-06	0.576	-1.81E-05	-0.02
3.42E-06	0.584	-1.81E-05	-0.02
3.42E-06	0.584	-1.81E-05	-0.02
3.42E-06	0.576	-1.81E-05	-0.02
3.42E-06	0.568	-1.81E-05	-0.02
3.42E-06	0.576	-1.81E-05	-0.02
3.43E-06	0.576	-1.81E-05	-0.02
3.43E-06	0.576	-1.81E-05	-0.02
3.43E-06	0.576	-1.80E-05	0
3.43E-06	0.576	-1.80E-05	0
3.43E-06	0.584	-1.80E-05	0
3.44E-06	0.584	-1.80E-05	-0.02
3.44E-06	0.576	-1.80E-05	0
3.44E-06	0.576	-1.80E-05	-0.02
3.44E-06	0.568	-1.80E-05	-0.02
3.44E-06	0.584	-1.80E-05	0
3.45E-06	0.584	-1.80E-05	-0.02
3.45E-06	0.584	-1.80E-05	-0.02
3.45E-06	0.576	-1.79E-05	-0.02
3.45E-06	0.568	-1.79E-05	-0.02
3.45E-06	0.576	-1.79E-05	0
3.46E-06	0.584	-1.79E-05	-0.02
3.46E-06	0.576	-1.79E-05	-0.02
3.46E-06	0.576	-1.79E-05	-0.02
3.46E-06	0.576	-1.79E-05	-0.02
3.46E-06	0.584	-1.79E-05	-0.02
3.47E-06	0.584	-1.79E-05	-0.02
3.47E-06	0.576	-1.79E-05	-0.02
3.47E-06	0.576	-1.78E-05	0
3.47E-06	0.576	-1.78E-05	-0.02
3.47E-06	0.584	-1.78E-05	-0.02
3.48E-06	0.584	-1.78E-05	0
3.48E-06	0.576	-1.78E-05	-0.02
3.48E-06	0.576	-1.78E-05	-0.02
3.48E-06	0.576	-1.78E-05	-0.02
3.48E-06	0.584	-1.78E-05	0
3.49E-06	0.584	-1.78E-05	0
3.49E-06	0.576	-1.78E-05	-0.02
3.49E-06	0.576	-1.77E-05	-0.02
3.49E-06	0.576	-1.77E-05	-0.02
3.49E-06	0.584	-1.77E-05	-0.02
3.50E-06	0.584	-1.77E-05	-0.02
3.50E-06	0.584	-1.77E-05	-0.02
3.50E-06	0.576	-1.77E-05	-0.02
3.50E-06	0.576	-1.77E-05	-0.02
3.50E-06	0.576	-1.77E-05	-0.02
3.51E-06	0.584	-1.77E-05	-0.02
3.51E-06	0.584	-1.77E-05	-0.02
3.51E-06	0.584	-1.76E-05	-0.02
3.51E-06	0.576	-1.76E-05	-0.02
3.51E-06	0.584	-1.76E-05	-0.02
3.52E-06	0.584	-1.76E-05	-0.02
3.52E-06	0.576	-1.76E-05	-0.02
3.52E-06	0.576	-1.76E-05	-0.02
3.52E-06	0.576	-1.76E-05	-0.02
3.52E-06	0.584	-1.76E-05	-0.02
3.53E-06	0.584	-1.76E-05	0
3.53E-06	0.584	-1.76E-05	-0.02
3.53E-06	0.576	-1.75E-05	0
3.53E-06	0.568	-1.75E-05	-0.02
3.53E-06	0.576	-1.75E-05	-0.02
3.54E-06	0.584	-1.75E-05	-0.02
3.54E-06	0.584	-1.75E-05	-0.02
3.54E-06	0.576	-1.75E-05	0
3.54E-06	0.576	-1.75E-05	-0.02
3.54E-06	0.576	-1.75E-05	-0.02
3.55E-06	0.584	-1.75E-05	-0.02
3.55E-06	0.584	-1.75E-05	-0.02
3.55E-06	0.584	-1.74E-05	0
3.55E-06	0.576	-1.74E-05	-0.02
3.55E-06	0.584	-1.74E-05	-0.02
3.56E-06	0.584	-1.74E-05	-0.02
3.56E-06	0.576	-1.74E-05	-0.02
3.56E-06	0.576	-1.74E-05	0
3.56E-06	0.576	-1.74E-05	0
3.56E-06	0.576	-1.74E-05	-0.02
3.57E-06	0.584	-1.74E-05	0
3.57E-06	0.576	-1.74E-05	-0.02
3.57E-06	0.576	-1.73E-05	-0.02
3.57E-06	0.568	-1.73E-05	0
3.57E-06	0.584	-1.73E-05	-0.02
3.58E-06	0.584	-1.73E-05	0
3.58E-06	0.584	-1.73E-05	0
3.58E-06	0.576	-1.73E-05	0
3.58E-06	0.568	-1.73E-05	-0.02
3.58E-06	0.576	-1.73E-05	-0.02
3.59E-06	0.576	-1.73E-05	-0.02
3.59E-06	0.576	-1.73E-05	-0.02
3.59E-06	0.584	-1.72E-05	0
3.59E-06	0.568	-1.72E-05	-0.02
3.59E-06	0.576	-1.72E-05	-0.02
3.60E-06	0.576	-1.72E-05	-0.02
3.60E-06	0.576	-1.72E-05	-0.02
3.60E-06	0.576	-1.72E-05	-0.02
3.60E-06	0.576	-1.72E-05	-0.02
3.60E-06	0.576	-1.72E-05	-0.02
3.61E-06	0.584	-1.72E-05	-0.02
3.61E-06	0.576	-1.72E-05	-0.02
3.61E-06	0.576	-1.71E-05	0
3.61E-06	0.584	-1.71E-05	-0.02
3.61E-06	0.584	-1.71E-05	-0.02
3.62E-06	0.584	-1.71E-05	-0.02
3.62E-06	0.584	-1.71E-05	0
3.62E-06	0.576	-1.71E-05	0
3.62E-06	0.568	-1.71E-05	-0.02
3.62E-06	0.584	-1.71E-05	-0.02
3.63E-06	0.584	-1.71E-05	-0.02
3.63E-06	0.576	-1.71E-05	-0.02
3.63E-06	0.576	-1.70E-05	0
3.63E-06	0.568	-1.70E-05	0
3.63E-06	0.576	-1.70E-05	-0.02
3.64E-06	0.584	-1.70E-05	-0.02
3.64E-06	0.584	-1.70E-05	-0.02
3.64E-06	0.576	-1.70E-05	-0.02
3.64E-06	0.576	-1.70E-05	0
3.64E-06	0.584	-1.70E-05	-0.02
3.65E-06	0.584	-1.70E-05	-0.02
3.65E-06	0.584	-1.70E-05	0
3.65E-06	0.576	-1.69E-05	0
3.65E-06	0.576	-1.69E-05	-0.02
3.65E-06	0.584	-1.69E-05	-0.02
3.66E-06	0.584	-1.69E-05	0
3.66E-06	0.584	-1.69E-05	-0.02
3.66E-06	0.576	-1.69E-05	0
3.66E-06	0.576	-1.69E-05	-0.02
3.66E-06	0.576	-1.69E-05	-0.02
3.67E-06	0.584	-1.69E-05	-0.02
3.67E-06	0.584	-1.69E-05	0
3.67E-06	0.576	-1.68E-05	-0.02
3.67E-06	0.568	-1.68E-05	-0.02
3.67E-06	0.576	-1.68E-05	-0.02
3.68E-06	0.584	-1.68E-05	0
3.68E-06	0.576	-1.68E-05	-0.02
3.68E-06	0.576	-1.68E-05	-0.02
3.68E-06	0.576	-1.68E-05	-0.02
3.68E-06	0.576	-1.68E-05	0
3.69E-06	0.576	-1.68E-05	-0.02
3.69E-06	0.576	-1.68E-05	0
3.69E-06	0.584	-1.67E-05	-0.02
3.69E-06	0.576	-1.67E-05	-0.02
3.69E-06	0.584	-1.67E-05	-0.02
3.70E-06	0.576	-1.67E-05	0
3.70E-06	0.576	-1.67E-05	-0.02
3.70E-06	0.584	-1.67E-05	-0.02
3.70E-06	0.584	-1.67E-05	-0.02
3.70E-06	0.584	-1.67E-05	-0.02
3.71E-06	0.576	-1.67E-05	0
3.71E-06	0.576	-1.67E-05	-0.02
3.71E-06	0.576	-1.66E-05	0
3.71E-06	0.576	-1.66E-05	-0.02
3.71E-06	0.584	-1.66E-05	-0.02
3.72E-06	0.576	-1.66E-05	0
3.72E-06	0.576	-1.66E-05	-0.02
3.72E-06	0.576	-1.66E-05	-0.02
3.72E-06	0.576	-1.66E-05	0
3.72E-06	0.584	-1.66E-05	0
3.73E-06	0.584	-1.66E-05	-0.02
3.73E-06	0.576	-1.66E-05	-0.02
3.73E-06	0.576	-1.65E-05	-0.02
3.73E-06	0.584	-1.65E-05	-0.02
3.73E-06	0.592	-1.65E-05	-0.02
3.74E-06	0.584	-1.65E-05	-0.02
3.74E-06	0.576	-1.65E-05	-0.02
3.74E-06	0.576	-1.65E-05	-0.02
3.74E-06	0.576	-1.65E-05	-0.02
3.74E-06	0.584	-1.65E-05	-0.02
3.75E-06	0.584	-1.65E-05	-0.02
3.75E-06	0.576	-1.65E-05	-0.02
		-1.64E-05	-0.02
		-1.64E-05	-0.02
		-1.64E-05	-0.02
		-1.64E-05	-0.02
		-1.64E-05	0
		-1.64E-05	-0.02
		-1.64E-05	-0.02
		-1.64E-05	-0.02
		-1.64E-05	-0.02
		-1.64E-05	-0.02
		-1.63E-05	-0.02
		-1.63E-05	-0.02
		-1.63E-05	-0.02
		-1.63E-05	0
		-1.63E-05	-0.02
		-1.63E-05	-0.02
		-1.63E-05	-0.02
		-1.63E-05	-0.02
		-1.63E-05	-0.02
		-1.63E-05	-0.02
		-1.62E-05	-0.02
		-1.62E-05	-0.02
		-1.62E-05	-0.02
		-1.62E-05	0
		-1.62E-05	-0.02
		-1.62E-05	-0.02
		-1.62E-05	-0.02
		-1.62E-05	-0.02
		-1.62E-05	-0.02
		-1.62E-05	-0.02
		-1.61E-05	-0.02
		-1.61E-05	-0.02
		-1.61E-05	-0.02
		-1.61E-05	-0.02
		-1.61E-05	-0.02
		-1.61E-05	-0.02
		-1.61E-05	-0.02
		-1.61E-05	0
		-1.61E-05	-0.02
		-1.61E-05	-0.02
		-1.60E-05	-0.02
		-1.60E-05	0
		-1.60E-05	-0.02
		-1.60E-05	-0.02
		-1.60E-05	-0.02
		-1.60E-05	-0.02
		-1.60E-05	-0.02
		-1.60E-05	0
		-1.60E-05	-0.02
		-1.60E-05	-0.02
		-1.59E-05	0
		-1.59E-05	0
		-1.59E-05	-0.02
		-1.59E-05	0
		-1.59E-05	0
		-1.59E-05	-0.02
		-1.59E-05	0
		-1.59E-05	-0.02
		-1.59E-05	0
		-1.59E-05	-0.02
		-1.58E-05	0
		-1.58E-05	-0.02
		-1.58E-05	0
		-1.58E-05	0
		-1.58E-05	0
		-1.58E-05	-0.02
		-1.58E-05	0
		-1.58E-05	-0.02
		-1.58E-05	-0.02
		-1.58E-05	-0.02
		-1.57E-05	0
		-1.57E-05	0
		-1.57E-05	-0.02
		-1.57E-05	0
		-1.57E-05	-0.02
		-1.57E-05	-0.02
		-1.57E-05	-0.02
		-1.57E-05	0
		-1.57E-05	0
		-1.57E-05	0
		-1.56E-05	-0.02
		-1.56E-05	0
		-1.56E-05	-0.02
		-1.56E-05	0
		-1.56E-05	-0.02
		-1.56E-05	0
		-1.56E-05	-0.02
		-1.56E-05	0
		-1.56E-05	0
		-1.56E-05	0
		-1.55E-05	0
		-1.55E-05	-0.02
		-1.55E-05	-0.02
		-1.55E-05	-0.02
		-1.55E-05	0
		-1.55E-05	0
		-1.55E-05	0
		-1.55E-05	-0.02
		-1.55E-05	-0.02
		-1.55E-05	-0.02
		-1.54E-05	0
		-1.54E-05	-0.02
		-1.54E-05	0
		-1.54E-05	-0.02
		-1.54E-05	0
		-1.54E-05	0
		-1.54E-05	-0.02
		-1.54E-05	0
		-1.54E-05	0
		-1.54E-05	-0.02
		-1.53E-05	0
		-1.53E-05	0
		-1.53E-05	-0.02
		-1.53E-05	0
		-1.53E-05	0
		-1.53E-05	0
		-1.53E-05	0
		-1.53E-05	-0.02
		-1.53E-05	-0.02
		-1.53E-05	-0.02
		-1.52E-05	0
		-1.52E-05	0
		-1.52E-05	-0.02
		-1.52E-05	-0.02
		-1.52E-05	0
		-1.52E-05	-0.02
		-1.52E-05	-0.02
		-1.52E-05	0
		-1.52E-05	0
		-1.52E-05	-0.02
		-1.51E-05	-0.02
		-1.51E-05	0
		-1.51E-05	0
		-1.51E-05	-0.02
		-1.51E-05	-0.02
		-1.51E-05	0
		-1.51E-05	0
		-1.51E-05	0
		-1.51E-05	0
		-1.51E-05	0
		-1.50E-05	0
		-1.50E-05	0
		-1.50E-05	-0.02
		-1.50E-05	-0.02
		-1.50E-05	-0.02
		-1.50E-05	-0.02
		-1.50E-05	0
		-1.50E-05	0
		-1.50E-05	-0.02
		-1.50E-05	-0.02
		-1.49E-05	0
		-1.49E-05	-0.02
		-1.49E-05	0
		-1.49E-05	0
		-1.49E-05	-0.02
		-1.49E-05	0
		-1.49E-05	-0.02
		-1.49E-05	-0.02
		-1.49E-05	0
		-1.49E-05	-0.02
		-1.48E-05	-0.02
		-1.48E-05	-0.02
		-1.48E-05	-0.02
		-1.48E-05	0
		-1.48E-05	-0.02
		-1.48E-05	-0.02
		-1.48E-05	-0.02
		-1.48E-05	-0.02
		-1.48E-05	-0.02
		-1.48E-05	-0.02
		-1.47E-05	0
		-1.47E-05	-0.02
		-1.47E-05	-0.02
		-1.47E-05	-0.02
		-1.47E-05	-0.02
		-1.47E-05	-0.02
		-1.47E-05	0
		-1.47E-05	-0.02
		-1.47E-05	0
		-1.47E-05	-0.02
		-1.46E-05	0
		-1.46E-05	0
		-1.46E-05	0
		-1.46E-05	-0.02
		-1.46E-05	0
		-1.46E-05	-0.02
		-1.46E-05	-0.02
		-1.46E-05	0
		-1.46E-05	0
		-1.46E-05	0
		-1.45E-05	-0.02
		-1.45E-05	-0.02
		-1.45E-05	-0.02
		-1.45E-05	-0.02
		-1.45E-05	-0.02
		-1.45E-05	-0.02
		-1.45E-05	0
		-1.45E-05	0
		-1.45E-05	-0.02
		-1.45E-05	0
		-1.44E-05	-0.02
		-1.44E-05	-0.02
		-1.44E-05	0
		-1.44E-05	-0.02
		-1.44E-05	0
		-1.44E-05	-0.02
		-1.44E-05	0
		-1.44E-05	0
		-1.44E-05	-0.02
		-1.44E-05	0
		-1.43E-05	-0.02
		-1.43E-05	0
		-1.43E-05	0
		-1.43E-05	-0.02
		-1.43E-05	0
		-1.43E-05	0
		-1.43E-05	0
		-1.43E-05	0
		-1.43E-05	0
		-1.43E-05	-0.02
		-1.42E-05	0
		-1.42E-05	-0.02
		-1.42E-05	-0.02
		-1.42E-05	-0.02
		-1.42E-05	0
		-1.42E-05	0
		-1.42E-05	-0.02
		-1.42E-05	-0.02
		-1.42E-05	-0.02
		-1.42E-05	0
		-1.41E-05	0
		-1.41E-05	0
		-1.41E-05	-0.02
		-1.41E-05	-0.02
		-1.41E-05	0
		-1.41E-05	-0.02
		-1.41E-05	0
		-1.41E-05	-0.02
		-1.41E-05	0
		-1.41E-05	0
		-1.40E-05	-0.02
		-1.40E-05	-0.02
		-1.40E-05	0
		-1.40E-05	0
		-1.40E-05	-0.02
		-1.40E-05	0
		-1.40E-05	-0.02
		-1.40E-05	-0.02
		-1.40E-05	-0.02
		-1.40E-05	-0.02
		-1.39E-05	-0.02
		-1.39E-05	-0.02
		-1.39E-05	0
		-1.39E-05	-0.02
		-1.39E-05	0
		-1.39E-05	-0.02
		-1.39E-05	0
		-1.39E-05	0
		-1.39E-05	0
		-1.39E-05	-0.02
		-1.38E-05	-0.02
		-1.38E-05	-0.02
		-1.38E-05	-0.02
		-1.38E-05	0
		-1.38E-05	-0.02
		-1.38E-05	-0.02
		-1.38E-05	-0.02
		-1.38E-05	0
		-1.38E-05	-0.02
		-1.38E-05	-0.02
		-1.37E-05	0
		-1.37E-05	0
		-1.37E-05	-0.02
		-1.37E-05	-0.02
		-1.37E-05	0
		-1.37E-05	0
		-1.37E-05	-0.02
		-1.37E-05	0
		-1.37E-05	0
		-1.37E-05	-0.02
		-1.36E-05	0.02
		-1.36E-05	0
		-1.36E-05	-0.02
		-1.36E-05	0
		-1.36E-05	-0.02
		-1.36E-05	0
		-1.36E-05	-0.02
		-1.36E-05	0
		-1.36E-05	0
		-1.36E-05	0
		-1.35E-05	-0.02
		-1.35E-05	0
		-1.35E-05	0
		-1.35E-05	-0.02
		-1.35E-05	0
		-1.35E-05	0
		-1.35E-05	0
		-1.35E-05	-0.02
		-1.35E-05	0
		-1.35E-05	-0.02
		-1.34E-05	-0.02
		-1.34E-05	-0.02
		-1.34E-05	0
		-1.34E-05	0
		-1.34E-05	-0.02
		-1.34E-05	0
		-1.34E-05	0
		-1.34E-05	-0.02
		-1.34E-05	0
		-1.34E-05	-0.02
		-1.33E-05	0
		-1.33E-05	0
		-1.33E-05	0
		-1.33E-05	0
		-1.33E-05	0
		-1.33E-05	0
		-1.33E-05	-0.02
		-1.33E-05	-0.02
		-1.33E-05	-0.02
		-1.33E-05	-0.02
		-1.32E-05	-0.02
		-1.32E-05	-0.02
		-1.32E-05	-0.02
		-1.32E-05	-0.02
		-1.32E-05	-0.02
		-1.32E-05	-0.02
		-1.32E-05	-0.02
		-1.32E-05	-0.02
		-1.32E-05	-0.02
		-1.32E-05	0
		-1.31E-05	-0.02
		-1.31E-05	-0.02
		-1.31E-05	-0.02
		-1.31E-05	-0.02
		-1.31E-05	-0.02
		-1.31E-05	-0.02
		-1.31E-05	-0.02
		-1.31E-05	-0.02
		-1.31E-05	0
		-1.31E-05	-0.02
		-1.30E-05	-0.02
		-1.30E-05	-0.02
		-1.30E-05	0
		-1.30E-05	0
		-1.30E-05	-0.02
		-1.30E-05	-0.02
		-1.30E-05	-0.02
		-1.30E-05	-0.02
		-1.30E-05	-0.02
		-1.30E-05	-0.02
		-1.29E-05	-0.02
		-1.29E-05	-0.02
		-1.29E-05	-0.02
		-1.29E-05	-0.02
		-1.29E-05	-0.02
		-1.29E-05	-0.02
		-1.29E-05	-0.02
		-1.29E-05	-0.02
		-1.29E-05	-0.02
		-1.29E-05	-0.02
		-1.28E-05	0
		-1.28E-05	0
		-1.28E-05	-0.02
		-1.28E-05	0
		-1.28E-05	0
		-1.28E-05	0
		-1.28E-05	0
		-1.28E-05	0
		-1.28E-05	-0.02
		-1.28E-05	-0.02
		-1.27E-05	0
		-1.27E-05	0
		-1.27E-05	0
		-1.27E-05	-0.02
		-1.27E-05	-0.02
		-1.27E-05	-0.02
		-1.27E-05	-0.02
		-1.27E-05	0
		-1.27E-05	-0.02
		-1.27E-05	0
		-1.26E-05	0
		-1.26E-05	0
		-1.26E-05	-0.02
		-1.26E-05	-0.02
		-1.26E-05	-0.02
		-1.26E-05	-0.02
		-1.26E-05	-0.02
		-1.26E-05	0
		-1.26E-05	-0.02
		-1.26E-05	-0.02
		-1.25E-05	0
		-1.25E-05	-0.02
		-1.25E-05	-0.02
		-1.25E-05	-0.02
		-1.25E-05	0
		-1.25E-05	0
		-1.25E-05	-0.02
		-1.25E-05	0
		-1.25E-05	0
		-1.25E-05	-0.02
		-1.24E-05	0
		-1.24E-05	-0.02
		-1.24E-05	-0.02
		-1.24E-05	0
		-1.24E-05	-0.02
		-1.24E-05	-0.02
		-1.24E-05	-0.02
		-1.24E-05	-0.02
		-1.24E-05	0
		-1.24E-05	-0.02
		-1.23E-05	-0.02
		-1.23E-05	0
		-1.23E-05	0
		-1.23E-05	0
		-1.23E-05	0
		-1.23E-05	0
		-1.23E-05	-0.02
		-1.23E-05	-0.02
		-1.23E-05	-0.02
		-1.23E-05	-0.02
		-1.22E-05	-0.02
		-1.22E-05	-0.02
		-1.22E-05	-0.02
		-1.22E-05	-0.02
		-1.22E-05	-0.02
		-1.22E-05	-0.02
		-1.22E-05	-0.02
		-1.22E-05	-0.02
		-1.22E-05	-0.02
		-1.22E-05	-0.02
		-1.21E-05	0
		-1.21E-05	-0.02
		-1.21E-05	-0.02
		-1.21E-05	-0.02
		-1.21E-05	-0.02
		-1.21E-05	0
		-1.21E-05	-0.02
		-1.21E-05	-0.02
		-1.21E-05	-0.02
		-1.21E-05	-0.02
		-1.20E-05	0
		-1.20E-05	-0.02
		-1.20E-05	-0.02
		-1.20E-05	0
		-1.20E-05	-0.02
		-1.20E-05	-0.02
		-1.20E-05	0
		-1.20E-05	0
		-1.20E-05	0
		-1.20E-05	-0.02
		-1.19E-05	-0.02
		-1.19E-05	-0.02
		-1.19E-05	-0.02
		-1.19E-05	-0.02
		-1.19E-05	-0.02
		-1.19E-05	-0.02
		-1.19E-05	-0.02
		-1.19E-05	0
		-1.19E-05	-0.02
		-1.19E-05	0
		-1.18E-05	-0.02
		-1.18E-05	-0.02
		-1.18E-05	-0.02
		-1.18E-05	-0.02
		-1.18E-05	-0.02
		-1.18E-05	0
		-1.18E-05	-0.02
		-1.18E-05	0
		-1.18E-05	-0.02
		-1.18E-05	0
		-1.17E-05	0
		-1.17E-05	0
		-1.17E-05	0
		-1.17E-05	-0.02
		-1.17E-05	-0.02
		-1.17E-05	0
		-1.17E-05	-0.02
		-1.17E-05	-0.02
		-1.17E-05	0
		-1.17E-05	-0.02
		-1.16E-05	-0.02
		-1.16E-05	-0.02
		-1.16E-05	0
		-1.16E-05	0
		-1.16E-05	-0.02
		-1.16E-05	-0.02
		-1.16E-05	-0.02
		-1.16E-05	-0.02
		-1.16E-05	0
		-1.16E-05	-0.02
		-1.15E-05	-0.02
		-1.15E-05	-0.02
		-1.15E-05	-0.02
		-1.15E-05	-0.02
		-1.15E-05	0
		-1.15E-05	-0.02
		-1.15E-05	0
		-1.15E-05	-0.02
		-1.15E-05	0
		-1.15E-05	-0.02
		-1.14E-05	-0.02
		-1.14E-05	0
		-1.14E-05	-0.02
		-1.14E-05	-0.02
		-1.14E-05	-0.02
		-1.14E-05	0
		-1.14E-05	0
		-1.14E-05	0
		-1.14E-05	-0.02
		-1.14E-05	-0.02
		-1.13E-05	-0.02
		-1.13E-05	-0.02
		-1.13E-05	-0.02
		-1.13E-05	-0.02
		-1.13E-05	-0.02
		-1.13E-05	-0.02
		-1.13E-05	-0.02
		-1.13E-05	-0.02
		-1.13E-05	-0.02
		-1.13E-05	-0.02
		-1.12E-05	-0.02
		-1.12E-05	-0.02
		-1.12E-05	0
