Source,CH1
Second,Volt
-0.00000024000,0.04000,
-0.00000023800,0.04000,
-0.00000023600,0.04000,
-0.00000023400,0.06000,
-0.00000023200,0.06000,
-0.00000023000,0.04000,
-0.00000022800,0.04000,
-0.00000022600,0.04000,
-0.00000022400,0.06000,
-0.00000022200,0.06000,
-0.00000022000,0.04000,
-0.00000021800,0.04000,
-0.00000021600,0.04000,
-0.00000021400,0.06000,
-0.00000021200,0.06000,
-0.00000021000,0.04000,
-0.00000020800,0.04000,
-0.00000020600,0.04000,
-0.00000020400,0.06000,
-0.00000020200,0.06000,
-0.00000020000,0.04000,
-0.00000019800,0.04000,
-0.00000019600,0.04000,
-0.00000019400,0.06000,
-0.00000019200,0.06000,
-0.00000019000,0.04000,
-0.00000018800,0.04000,
-0.00000018600,0.04000,
-0.00000018400,0.06000,
-0.00000018200,0.04000,
-0.00000018000,0.06000,
-0.00000017800,0.02000,
-0.00000017600,0.04000,
-0.00000017400,0.04000,
-0.00000017200,0.06000,
-0.00000017000,0.04000,
-0.00000016800,0.04000,
-0.00000016600,0.04000,
-0.00000016400,0.04000,
-0.00000016200,0.06000,
-0.00000016000,0.04000,
-0.00000015800,0.04000,
-0.00000015600,0.06000,
-0.00000015400,0.06000,
-0.00000015200,0.04000,
-0.00000015000,0.04000,
-0.00000014800,0.04000,
-0.00000014600,0.04000,
-0.00000014400,0.04000,
-0.00000014200,0.06000,
-0.00000014000,0.04000,
-0.00000013800,0.04000,
-0.00000013600,0.06000,
-0.00000013400,0.06000,
-0.00000013200,0.04000,
-0.00000013000,0.06000,
-0.00000012800,0.02000,
-0.00000012600,0.04000,
-0.00000012400,0.04000,
-0.00000012200,0.06000,
-0.00000012000,0.04000,
-0.00000011800,0.04000,
-0.00000011600,0.04000,
-0.00000011400,0.06000,
-0.00000011200,0.04000,
-0.00000011000,0.06000,
-0.00000010800,0.02000,
-0.00000010600,0.04000,
-0.00000010400,0.04000,
-0.00000010200,0.06000,
-0.00000010000,0.04000,
-0.00000009800,0.04000,
-0.00000009600,0.04000,
-0.00000009400,0.06000,
-0.00000009200,0.06000,
-0.00000009000,0.04000,
-0.00000008800,0.04000,
-0.00000008600,0.04000,
-0.00000008400,0.06000,
-0.00000008200,0.06000,
-0.00000008000,0.04000,
-0.00000007800,0.04000,
-0.00000007600,0.04000,
-0.00000007400,0.06000,
-0.00000007200,0.06000,
-0.00000007000,0.04000,
-0.00000006800,0.04000,
-0.00000006600,0.04000,
-0.00000006400,0.06000,
-0.00000006200,0.04000,
-0.00000006000,0.04000,
-0.00000005800,0.04000,
-0.00000005600,0.02000,
-0.00000005400,0.04000,
-0.00000005200,0.06000,
-0.00000005000,0.04000,
-0.00000004800,0.04000,
-0.00000004600,0.04000,
-0.00000004400,0.06000,
-0.00000004200,0.04000,
-0.00000004000,0.06000,
-0.00000003800,0.02000,
-0.00000003600,0.04000,
-0.00000003400,0.04000,
-0.00000003200,0.06000,
-0.00000003000,0.04000,
-0.00000002800,0.04000,
-0.00000002600,0.06000,
-0.00000002400,0.08000,
-0.00000002200,0.06000,
-0.00000002000,0.10000,
-0.00000001800,0.10000,
-0.00000001600,0.12000,
-0.00000001400,0.18000,
-0.00000001200,0.20000,
-0.00000001000,0.24000,
-0.00000000800,0.26000,
-0.00000000600,0.34000,
-0.00000000400,0.38000,
-0.00000000200,0.44000,
 0.00000000000,0.46000,
 0.00000000200,0.52000,
 0.00000000400,0.58000,
 0.00000000600,0.64000,
 0.00000000800,0.70000,
 0.00000001000,0.78000,
 0.00000001200,0.80000,
 0.00000001400,0.86000,
 0.00000001600,0.88000,
 0.00000001800,0.94000,
 0.00000002000,0.96000,
 0.00000002200,1.00000,
 0.00000002400,1.00000,
 0.00000002600,1.00000,
 0.00000002800,1.00000,
 0.00000003000,1.00000,
 0.00000003200,0.96000,
 0.00000003400,0.92000,
 0.00000003600,0.86000,
 0.00000003800,0.82000,
 0.00000004000,0.76000,
 0.00000004200,0.74000,
 0.00000004400,0.66000,
 0.00000004600,0.64000,
 0.00000004800,0.60000,
 0.00000005000,0.60000,
 0.00000005200,0.58000,
 0.00000005400,0.60000,
 0.00000005600,0.60000,
 0.00000005800,0.62000,
 0.00000006000,0.64000,
 0.00000006200,0.68000,
 0.00000006400,0.68000,
 0.00000006600,0.70000,
 0.00000006800,0.72000,
 0.00000007000,0.72000,
 0.00000007200,0.72000,
 0.00000007400,0.72000,
 0.00000007600,0.68000,
 0.00000007800,0.68000,
 0.00000008000,0.66000,
 0.00000008200,0.66000,
 0.00000008400,0.62000,
 0.00000008600,0.62000,
 0.00000008800,0.58000,
 0.00000009000,0.58000,
 0.00000009200,0.56000,
 0.00000009400,0.56000,
 0.00000009600,0.56000,
 0.00000009800,0.58000,
 0.00000010000,0.56000,
 0.00000010200,0.58000,
 0.00000010400,0.60000,
 0.00000010600,0.60000,
 0.00000010800,0.64000,
 0.00000011000,0.62000,
 0.00000011200,0.62000,
 0.00000011400,0.64000,
 0.00000011600,0.62000,
 0.00000011800,0.64000,
 0.00000012000,0.62000,
 0.00000012200,0.62000,
 0.00000012400,0.58000,
 0.00000012600,0.60000,
 0.00000012800,0.56000,
 0.00000013000,0.56000,
 0.00000013200,0.56000,
 0.00000013400,0.54000,
 0.00000013600,0.56000,
 0.00000013800,0.54000,
 0.00000014000,0.54000,
 0.00000014200,0.56000,
 0.00000014400,0.56000,
 0.00000014600,0.56000,
 0.00000014800,0.60000,
 0.00000015000,0.56000,
 0.00000015200,0.60000,
 0.00000015400,0.60000,
 0.00000015600,0.62000,
 0.00000015800,0.60000,
 0.00000016000,0.58000,
 0.00000016200,0.60000,
 0.00000016400,0.58000,
 0.00000016600,0.58000,
 0.00000016800,0.56000,
 0.00000017000,0.56000,
 0.00000017200,0.54000,
 0.00000017400,0.56000,
 0.00000017600,0.54000,
 0.00000017800,0.56000,
 0.00000018000,0.56000,
 0.00000018200,0.54000,
 0.00000018400,0.56000,
 0.00000018600,0.58000,
 0.00000018800,0.56000,
 0.00000019000,0.58000,
 0.00000019200,0.58000,
 0.00000019400,0.56000,
