Matavo anoniminis tinginys

Usg,Isd,Isd,Isd,Isd,Isd,Isd,Isd
3.78485E+0,9.54901E-6,9.61961E-6,9.68080E-6,9.74489E-6,9.80820E-6,9.86808E-6,9.92015E-6
3.80354E+0,1.11295E-5,1.12097E-5,1.12828E-5,1.13576E-5,1.14326E-5,1.14998E-5,1.15644E-5
3.82222E+0,1.29681E-5,1.30658E-5,1.31523E-5,1.32407E-5,1.33269E-5,1.34097E-5,1.34833E-5
3.84091E+0,1.50732E-5,1.51873E-5,1.52892E-5,1.53921E-5,1.54954E-5,1.55892E-5,1.56759E-5
3.85960E+0,1.75724E-5,1.77049E-5,1.78253E-5,1.79456E-5,1.80657E-5,1.81775E-5,1.82811E-5
3.87828E+0,2.04365E-5,2.05935E-5,2.07352E-5,2.08762E-5,2.10197E-5,2.11475E-5,2.12668E-5
3.89697E+0,2.38290E-5,2.40163E-5,2.41826E-5,2.43475E-5,2.45175E-5,2.46693E-5,2.48090E-5
3.91566E+0,2.77185E-5,2.79375E-5,2.81335E-5,2.83273E-5,2.85257E-5,2.87049E-5,2.88743E-5
3.93434E+0,3.23276E-5,3.25863E-5,3.28209E-5,3.30522E-5,3.32836E-5,3.34960E-5,3.36944E-5
3.95303E+0,3.76193E-5,3.79258E-5,3.81963E-5,3.84717E-5,3.87393E-5,3.89866E-5,3.92212E-5
3.97172E+0,4.38976E-5,4.42624E-5,4.45727E-5,4.49048E-5,4.52165E-5,4.55059E-5,4.57827E-5
3.99040E+0,5.10891E-5,5.15135E-5,5.18825E-5,5.22715E-5,5.26381E-5,5.29696E-5,5.32959E-5
4.00909E+0,5.96155E-5,6.01141E-5,6.05408E-5,6.10061E-5,6.14419E-5,6.18317E-5,6.22209E-5
4.02778E+0,6.95750E-5,7.01525E-5,7.06650E-5,7.12120E-5,7.17296E-5,7.21914E-5,7.26511E-5
4.04646E+0,8.09925E-5,8.16741E-5,8.22772E-5,8.29207E-5,8.35284E-5,8.40786E-5,8.46188E-5
4.06515E+0,9.45278E-5,9.53193E-5,9.60479E-5,9.68068E-5,9.75132E-5,9.81642E-5,9.87944E-5
4.08384E+0,1.10042E-4,1.10974E-4,1.11816E-4,1.12708E-4,1.13556E-4,1.14324E-4,1.15070E-4
4.10253E+0,1.28420E-4,1.29520E-4,1.30503E-4,1.31545E-4,1.32546E-4,1.33453E-4,1.34341E-4
4.12121E+0,1.49468E-4,1.50743E-4,1.51933E-4,1.53175E-4,1.54331E-4,1.55358E-4,1.56405E-4
4.13990E+0,1.74423E-4,1.75938E-4,1.77330E-4,1.78782E-4,1.80128E-4,1.81337E-4,1.82611E-4
4.15859E+0,2.02959E-4,2.04757E-4,2.06410E-4,2.08086E-4,2.09667E-4,2.11111E-4,2.12569E-4
4.17727E+0,2.36740E-4,2.38838E-4,2.40763E-4,2.42759E-4,2.44624E-4,2.46314E-4,2.48064E-4
4.19596E+0,2.76121E-4,2.78644E-4,2.80876E-4,2.83190E-4,2.85440E-4,2.87333E-4,2.89421E-4
4.21465E+0,3.21192E-4,3.24150E-4,3.26736E-4,3.29516E-4,3.32102E-4,3.34332E-4,3.36776E-4
4.23333E+0,3.74535E-4,3.78023E-4,3.81001E-4,3.84299E-4,3.87287E-4,3.89857E-4,3.92837E-4
4.25202E+0,4.35359E-4,4.39437E-4,4.43002E-4,4.46796E-4,4.50365E-4,4.53320E-4,4.56814E-4
4.27071E+0,5.07263E-4,5.11998E-4,5.16233E-4,5.20787E-4,5.24902E-4,5.28426E-4,5.32446E-4
4.28939E+0,5.89286E-4,5.94879E-4,5.99851E-4,6.05077E-4,6.09936E-4,6.14178E-4,6.18805E-4
4.30808E+0,6.86079E-4,6.92677E-4,6.98330E-4,7.04541E-4,7.10184E-4,7.15254E-4,7.20530E-4
4.32677E+0,7.96201E-4,8.04010E-4,8.10723E-4,8.17950E-4,8.24533E-4,8.30243E-4,8.36567E-4
4.34545E+0,9.25811E-4,9.34930E-4,9.42955E-4,9.51298E-4,9.59068E-4,9.65683E-4,9.73130E-4
4.36414E+0,1.07442E-3,1.08480E-3,1.09410E-3,1.10383E-3,1.11272E-3,1.12078E-3,1.12922E-3
4.38283E+0,1.24815E-3,1.26037E-3,1.27137E-3,1.28286E-3,1.29306E-3,1.30251E-3,1.31228E-3
4.40152E+0,1.44868E-3,1.46313E-3,1.47575E-3,1.48918E-3,1.50114E-3,1.51210E-3,1.52359E-3
4.42020E+0,1.67609E-3,1.69308E-3,1.70771E-3,1.72327E-3,1.73710E-3,1.74985E-3,1.76347E-3
4.43889E+0,1.94241E-3,1.96243E-3,1.97939E-3,1.99740E-3,2.01337E-3,2.02820E-3,2.04394E-3
4.45758E+0,2.24367E-3,2.26658E-3,2.28631E-3,2.30719E-3,2.32620E-3,2.34283E-3,2.36124E-3
4.47626E+0,2.59499E-3,2.62201E-3,2.64492E-3,2.66893E-3,2.69040E-3,2.71031E-3,2.73115E-3
4.49495E+0,2.99050E-3,3.02145E-3,3.04819E-3,3.07556E-3,3.10065E-3,3.12372E-3,3.14780E-3
4.51364E+0,3.45136E-3,3.48722E-3,3.51802E-3,3.54975E-3,3.57813E-3,3.60489E-3,3.63330E-3
4.53232E+0,3.96882E-3,4.00969E-3,4.04588E-3,4.08213E-3,4.11506E-3,4.14618E-3,4.17836E-3
4.55101E+0,4.56855E-3,4.61606E-3,4.65748E-3,4.69883E-3,4.73692E-3,4.77254E-3,4.80975E-3
4.56970E+0,5.25219E-3,5.30615E-3,5.35313E-3,5.40154E-3,5.44484E-3,5.48563E-3,5.52915E-3
4.58838E+0,6.01414E-3,6.07530E-3,6.12944E-3,6.18421E-3,6.23435E-3,6.28032E-3,6.33002E-3
4.60707E+0,6.89167E-3,6.96152E-3,7.02426E-3,7.08588E-3,7.14342E-3,7.19705E-3,7.25316E-3
4.62576E+0,7.86640E-3,7.94608E-3,8.01754E-3,8.08841E-3,8.15351E-3,8.21472E-3,8.27918E-3
4.64444E+0,8.98330E-3,9.07416E-3,9.15627E-3,9.23712E-3,9.31077E-3,9.37931E-3,9.45190E-3
4.66313E+0,1.02139E-2,1.03170E-2,1.04103E-2,1.05012E-2,1.05863E-2,1.06644E-2,1.07476E-2
4.68182E+0,1.16181E-2,1.17358E-2,1.18426E-2,1.19449E-2,1.20412E-2,1.21307E-2,1.22234E-2
4.70051E+0,1.31623E-2,1.32943E-2,1.34162E-2,1.35308E-2,1.36393E-2,1.37417E-2,1.38456E-2
4.71919E+0,1.49112E-2,1.50622E-2,1.51989E-2,1.53262E-2,1.54503E-2,1.55655E-2,1.56806E-2
4.73788E+0,1.68247E-2,1.69929E-2,1.71454E-2,1.72907E-2,1.74301E-2,1.75603E-2,1.76909E-2
4.75657E+0,1.89724E-2,1.91636E-2,1.93364E-2,1.94988E-2,1.96563E-2,1.98021E-2,1.99473E-2
4.77525E+0,2.13472E-2,2.15585E-2,2.17559E-2,2.19342E-2,2.21096E-2,2.22735E-2,2.24417E-2
4.79394E+0,2.39149E-2,2.41506E-2,2.43700E-2,2.45722E-2,2.47664E-2,2.49488E-2,2.51337E-2
4.81263E+0,2.67786E-2,2.70406E-2,2.72867E-2,2.75114E-2,2.77299E-2,2.79274E-2,2.81357E-2
4.83131E+0,2.98483E-2,3.00022E-2,3.00022E-2,3.00024E-2,3.00025E-2,3.00026E-2,3.00027E-2
4.85000E+0,3.00025E-2,3.00027E-2,3.00026E-2,3.00029E-2,3.00030E-2,3.00029E-2,3.00031E-2
