Matavo anoniminis tinginys

Usd,Isd
V,A
 ,Usg=4.40E+0V,Usg=4.47E+0V,Usg=4.54E+0V,Usg=4.61E+0V,Usg=4.68E+0V,Usg=4.75E+0V,Usg=4.82E+0V
3.40909E-1,1.24206E-3,2.11669E-3,3.55098E-3,5.85297E-3,9.35109E-3,1.43552E-2,2.07281E-2
3.53535E-1,1.24702E-3,2.12608E-3,3.56836E-3,5.88596E-3,9.41339E-3,1.44788E-2,2.10007E-2
3.66162E-1,1.25211E-3,2.13505E-3,3.58546E-3,5.91871E-3,9.47348E-3,1.45953E-2,2.12531E-2
3.78788E-1,1.25681E-3,2.14384E-3,3.60190E-3,5.94800E-3,9.52983E-3,1.47057E-2,2.14900E-2
3.91414E-1,1.26154E-3,2.15215E-3,3.61737E-3,5.97702E-3,9.58415E-3,1.48116E-2,2.17134E-2
4.04040E-1,1.26604E-3,2.16048E-3,3.63246E-3,6.00505E-3,9.63659E-3,1.49124E-2,2.19237E-2
4.16667E-1,1.27026E-3,2.16829E-3,3.64736E-3,6.03294E-3,9.68571E-3,1.50075E-2,2.21208E-2
4.29293E-1,1.27442E-3,2.17580E-3,3.66175E-3,6.05798E-3,9.73448E-3,1.51011E-2,2.23092E-2
4.41919E-1,1.27836E-3,2.18337E-3,3.67537E-3,6.08290E-3,9.78058E-3,1.51914E-2,2.24892E-2
4.54545E-1,1.28220E-3,2.19031E-3,3.68886E-3,6.10792E-3,9.82560E-3,1.52752E-2,2.26591E-2
4.67172E-1,1.28602E-3,2.19732E-3,3.70132E-3,6.13052E-3,9.86738E-3,1.53566E-2,2.28201E-2
4.79798E-1,1.28971E-3,2.20426E-3,3.71410E-3,6.15383E-3,9.90886E-3,1.54335E-2,2.29768E-2
4.92424E-1,1.29344E-3,2.21097E-3,3.72612E-3,6.17552E-3,9.94869E-3,1.55081E-2,2.31220E-2
5.05051E-1,1.29698E-3,2.21715E-3,3.73756E-3,6.19673E-3,9.98712E-3,1.55802E-2,2.32647E-2
5.17677E-1,1.30026E-3,2.22328E-3,3.74895E-3,6.21696E-3,1.00239E-2,1.56493E-2,2.34015E-2
5.30303E-1,1.30381E-3,2.22959E-3,3.76011E-3,6.23675E-3,1.00597E-2,1.57168E-2,2.35319E-2
5.42929E-1,1.30681E-3,2.23548E-3,3.77069E-3,6.25648E-3,1.00950E-2,1.57806E-2,2.36574E-2
5.55556E-1,1.30985E-3,2.24116E-3,3.78102E-3,6.27530E-3,1.01282E-2,1.58437E-2,2.37807E-2
5.68182E-1,1.31305E-3,2.24699E-3,3.79141E-3,6.29361E-3,1.01620E-2,1.59037E-2,2.38970E-2
5.80808E-1,1.31618E-3,2.25248E-3,3.80144E-3,6.31144E-3,1.01950E-2,1.59641E-2,2.40103E-2
5.93434E-1,1.31895E-3,2.25785E-3,3.81136E-3,6.32965E-3,1.02259E-2,1.60192E-2,2.41180E-2
6.06061E-1,1.32171E-3,2.26320E-3,3.82057E-3,6.34672E-3,1.02568E-2,1.60753E-2,2.42223E-2
6.18687E-1,1.32461E-3,2.26803E-3,3.83057E-3,6.36308E-3,1.02871E-2,1.61285E-2,2.43250E-2
6.31313E-1,1.32735E-3,2.27298E-3,3.83987E-3,6.37958E-3,1.03156E-2,1.61805E-2,2.44224E-2
6.43939E-1,1.33000E-3,2.27781E-3,3.84853E-3,6.39512E-3,1.03449E-2,1.62298E-2,2.45166E-2
6.56566E-1,1.33287E-3,2.28257E-3,3.85698E-3,6.41102E-3,1.03723E-2,1.62791E-2,2.46097E-2
6.69192E-1,1.33553E-3,2.28739E-3,3.86521E-3,6.42608E-3,1.03987E-2,1.63265E-2,2.46987E-2
6.81818E-1,1.33798E-3,2.29247E-3,3.87420E-3,6.44037E-3,1.04242E-2,1.63732E-2,2.47828E-2
6.94444E-1,1.34061E-3,2.29691E-3,3.88201E-3,6.45513E-3,1.04490E-2,1.64198E-2,2.48686E-2
7.07071E-1,1.34316E-3,2.30164E-3,3.89007E-3,6.46881E-3,1.04753E-2,1.64629E-2,2.49484E-2
7.19697E-1,1.34550E-3,2.30596E-3,3.89750E-3,6.48211E-3,1.04989E-2,1.65054E-2,2.50251E-2
7.32323E-1,1.34793E-3,2.31038E-3,3.90551E-3,6.49659E-3,1.05238E-2,1.65490E-2,2.51021E-2
7.44949E-1,1.35032E-3,2.31497E-3,3.91299E-3,6.51049E-3,1.05489E-2,1.65904E-2,2.51779E-2
7.57576E-1,1.35258E-3,2.31916E-3,3.92027E-3,6.52251E-3,1.05705E-2,1.66322E-2,2.52510E-2
7.70202E-1,1.35473E-3,2.32331E-3,3.92785E-3,6.53548E-3,1.05927E-2,1.66702E-2,2.53223E-2
7.82828E-1,1.35691E-3,2.32729E-3,3.93530E-3,6.54758E-3,1.06152E-2,1.67096E-2,2.53920E-2
7.95455E-1,1.35917E-3,2.33117E-3,3.94189E-3,6.56022E-3,1.06377E-2,1.67465E-2,2.54588E-2
8.08081E-1,1.36148E-3,2.33519E-3,3.94924E-3,6.57261E-3,1.06595E-2,1.67833E-2,2.55264E-2
8.20707E-1,1.36359E-3,2.33919E-3,3.95674E-3,6.58472E-3,1.06808E-2,1.68199E-2,2.55899E-2
8.33333E-1,1.36569E-3,2.34274E-3,3.96325E-3,6.59704E-3,1.07013E-2,1.68533E-2,2.56528E-2
8.45960E-1,1.36777E-3,2.34668E-3,3.96958E-3,6.60796E-3,1.07214E-2,1.68885E-2,2.57138E-2
8.58586E-1,1.37006E-3,2.35046E-3,3.97627E-3,6.61891E-3,1.07418E-2,1.69227E-2,2.57738E-2
8.71212E-1,1.37203E-3,2.35377E-3,3.98272E-3,6.63051E-3,1.07624E-2,1.69568E-2,2.58324E-2
8.83838E-1,1.37411E-3,2.35747E-3,3.98952E-3,6.64212E-3,1.07828E-2,1.69892E-2,2.58922E-2
8.96465E-1,1.37597E-3,2.36110E-3,3.99503E-3,6.65300E-3,1.08000E-2,1.70224E-2,2.59507E-2
9.09091E-1,1.37765E-3,2.36454E-3,4.00176E-3,6.66317E-3,1.08175E-2,1.70546E-2,2.60022E-2
9.21717E-1,1.37977E-3,2.36816E-3,4.00816E-3,6.67528E-3,1.08365E-2,1.70855E-2,2.60587E-2
9.34343E-1,1.38139E-3,2.37178E-3,4.01397E-3,6.68549E-3,1.08552E-2,1.71165E-2,2.61130E-2
9.46970E-1,1.38340E-3,2.37489E-3,4.01961E-3,6.69548E-3,1.08724E-2,1.71455E-2,2.61657E-2
9.59596E-1,1.38539E-3,2.37846E-3,4.02586E-3,6.70643E-3,1.08885E-2,1.71764E-2,2.62163E-2
9.72222E-1,1.38714E-3,2.38209E-3,4.03197E-3,6.71609E-3,1.09066E-2,1.72067E-2,2.62682E-2
9.84848E-1,1.38876E-3,2.38538E-3,4.03772E-3,6.72635E-3,1.09230E-2,1.72347E-2,2.63196E-2
9.97475E-1,1.39074E-3,2.38882E-3,4.04371E-3,6.73683E-3,1.09395E-2,1.72657E-2,2.63684E-2
1.01010E+0,1.39234E-3,2.39189E-3,4.04927E-3,6.74664E-3,1.09552E-2,1.72922E-2,2.64152E-2
1.02273E+0,1.39426E-3,2.39483E-3,4.05455E-3,6.75594E-3,1.09715E-2,1.73207E-2,2.64608E-2
1.03535E+0,1.39605E-3,2.39795E-3,4.06021E-3,6.76533E-3,1.09877E-2,1.73466E-2,2.65070E-2
1.04798E+0,1.39777E-3,2.40073E-3,4.06588E-3,6.77458E-3,1.10034E-2,1.73740E-2,2.65520E-2
1.06061E+0,1.39951E-3,2.40389E-3,4.07127E-3,6.78412E-3,1.10192E-2,1.74027E-2,2.65978E-2
1.07323E+0,1.40122E-3,2.40703E-3,4.07647E-3,6.79292E-3,1.10350E-2,1.74289E-2,2.66435E-2
1.08586E+0,1.40296E-3,2.40981E-3,4.08189E-3,6.80172E-3,1.10513E-2,1.74550E-2,2.66864E-2
1.09848E+0,1.40454E-3,2.41297E-3,4.08718E-3,6.81110E-3,1.10660E-2,1.74811E-2,2.67276E-2
1.11111E+0,1.40612E-3,2.41586E-3,4.09221E-3,6.82082E-3,1.10818E-2,1.75055E-2,2.67694E-2
1.12374E+0,1.40776E-3,2.41887E-3,4.09749E-3,6.82881E-3,1.10969E-2,1.75306E-2,2.68129E-2
1.13636E+0,1.40941E-3,2.42148E-3,4.10290E-3,6.83760E-3,1.11128E-2,1.75562E-2,2.68543E-2
1.14899E+0,1.41093E-3,2.42441E-3,4.10761E-3,6.84627E-3,1.11283E-2,1.75811E-2,2.68936E-2
1.16162E+0,1.41258E-3,2.42716E-3,4.11249E-3,6.85496E-3,1.11433E-2,1.76061E-2,2.69346E-2
1.17424E+0,1.41430E-3,2.43002E-3,4.11735E-3,6.86400E-3,1.11572E-2,1.76302E-2,2.69731E-2
1.18687E+0,1.41562E-3,2.43267E-3,4.12175E-3,6.87183E-3,1.11728E-2,1.76554E-2,2.70135E-2
1.19949E+0,1.41710E-3,2.43532E-3,4.12660E-3,6.87998E-3,1.11860E-2,1.76773E-2,2.70522E-2
1.21212E+0,1.41866E-3,2.43808E-3,4.13169E-3,6.88850E-3,1.11980E-2,1.76999E-2,2.70906E-2
1.22475E+0,1.42011E-3,2.44069E-3,4.13665E-3,6.89566E-3,1.12113E-2,1.77227E-2,2.71291E-2
1.23737E+0,1.42157E-3,2.44353E-3,4.14136E-3,6.90417E-3,1.12232E-2,1.77462E-2,2.71677E-2
1.25000E+0,1.42316E-3,2.44612E-3,4.14570E-3,6.91223E-3,1.12366E-2,1.77682E-2,2.72047E-2
