Matavo anoniminis tinginys

Usd,Isd,Isd,Isd,Isd,Isd,Isd,Isd
2.32323E-1,5.16810E-4,8.69495E-4,1.45637E-3,2.40892E-3,3.92740E-3,6.27454E-3,9.77266E-3
2.37374E-1,5.17910E-4,8.71624E-4,1.46001E-3,2.41569E-3,3.93957E-3,6.29663E-3,9.81339E-3
2.42424E-1,5.19035E-4,8.73659E-4,1.46382E-3,2.42240E-3,3.95222E-3,6.31815E-3,9.85245E-3
2.47475E-1,5.20068E-4,8.75586E-4,1.46746E-3,2.42900E-3,3.96356E-3,6.33972E-3,9.89034E-3
2.52525E-1,5.21214E-4,8.77515E-4,1.47100E-3,2.43513E-3,3.97425E-3,6.35903E-3,9.92666E-3
2.57576E-1,5.22231E-4,8.79407E-4,1.47455E-3,2.44152E-3,3.98607E-3,6.37957E-3,9.96162E-3
2.62626E-1,5.23252E-4,8.81411E-4,1.47790E-3,2.44773E-3,3.99745E-3,6.39948E-3,9.99615E-3
2.67677E-1,5.24247E-4,8.83203E-4,1.48129E-3,2.45380E-3,4.00812E-3,6.41887E-3,1.00317E-2
2.72727E-1,5.25333E-4,8.84999E-4,1.48458E-3,2.45971E-3,4.01884E-3,6.43725E-3,1.00647E-2
2.77778E-1,5.26222E-4,8.86764E-4,1.48754E-3,2.46567E-3,4.02976E-3,6.45569E-3,1.00973E-2
2.82828E-1,5.27237E-4,8.88501E-4,1.49106E-3,2.47155E-3,4.03974E-3,6.47405E-3,1.01279E-2
2.87879E-1,5.28178E-4,8.90126E-4,1.49399E-3,2.47697E-3,4.04923E-3,6.49071E-3,1.01598E-2
2.92929E-1,5.29123E-4,8.91876E-4,1.49705E-3,2.48231E-3,4.05873E-3,6.50817E-3,1.01891E-2
2.97980E-1,5.29984E-4,8.93646E-4,1.50000E-3,2.48808E-3,4.06872E-3,6.52528E-3,1.02196E-2
3.03030E-1,5.30860E-4,8.95312E-4,1.50301E-3,2.49317E-3,4.07730E-3,6.54160E-3,1.02481E-2
3.08081E-1,5.31749E-4,8.96889E-4,1.50584E-3,2.49814E-3,4.08720E-3,6.55837E-3,1.02770E-2
3.13131E-1,5.32657E-4,8.98418E-4,1.50861E-3,2.50351E-3,4.09657E-3,6.57426E-3,1.03045E-2
3.18182E-1,5.33533E-4,9.00113E-4,1.51141E-3,2.50850E-3,4.10542E-3,6.58947E-3,1.03318E-2
3.23232E-1,5.34379E-4,9.01515E-4,1.51410E-3,2.51366E-3,4.11449E-3,6.60607E-3,1.03580E-2
3.28283E-1,5.35109E-4,9.03108E-4,1.51670E-3,2.51829E-3,4.12286E-3,6.62082E-3,1.03840E-2
3.33333E-1,5.35899E-4,9.04564E-4,1.51946E-3,2.52327E-3,4.13154E-3,6.63621E-3,1.04089E-2
3.38384E-1,5.36678E-4,9.06061E-4,1.52193E-3,2.52811E-3,4.13977E-3,6.64973E-3,1.04343E-2
3.43434E-1,5.37492E-4,9.07478E-4,1.52461E-3,2.53264E-3,4.14830E-3,6.66434E-3,1.04594E-2
3.48485E-1,5.38241E-4,9.08847E-4,1.52706E-3,2.53733E-3,4.15633E-3,6.67829E-3,1.04837E-2
3.53535E-1,5.38961E-4,9.10161E-4,1.52939E-3,2.54192E-3,4.16401E-3,6.69257E-3,1.05081E-2
3.58586E-1,5.39753E-4,9.11483E-4,1.53190E-3,2.54662E-3,4.17176E-3,6.70515E-3,1.05312E-2
3.63636E-1,5.40464E-4,9.12804E-4,1.53423E-3,2.55081E-3,4.17968E-3,6.71917E-3,1.05541E-2
3.68687E-1,5.41157E-4,9.14084E-4,1.53652E-3,2.55476E-3,4.18679E-3,6.73193E-3,1.05770E-2
3.73737E-1,5.41846E-4,9.15420E-4,1.53899E-3,2.55914E-3,4.19472E-3,6.74484E-3,1.05992E-2
3.78788E-1,5.42583E-4,9.16699E-4,1.54117E-3,2.56338E-3,4.20150E-3,6.75720E-3,1.06202E-2
3.83838E-1,5.43325E-4,9.17984E-4,1.54365E-3,2.56754E-3,4.20897E-3,6.77003E-3,1.06420E-2
3.88889E-1,5.44036E-4,9.19174E-4,1.54595E-3,2.57146E-3,4.21619E-3,6.78261E-3,1.06642E-2
3.93939E-1,5.44763E-4,9.20516E-4,1.54817E-3,2.57559E-3,4.22300E-3,6.79391E-3,1.06842E-2
3.98990E-1,5.45430E-4,9.21777E-4,1.55047E-3,2.57953E-3,4.22973E-3,6.80688E-3,1.07039E-2
4.04040E-1,5.46080E-4,9.22871E-4,1.55277E-3,2.58374E-3,4.23666E-3,6.81820E-3,1.07244E-2
4.09091E-1,5.46769E-4,9.24037E-4,1.55477E-3,2.58732E-3,4.24321E-3,6.83026E-3,1.07442E-2
4.14141E-1,5.47429E-4,9.25214E-4,1.55714E-3,2.59107E-3,4.24988E-3,6.84176E-3,1.07645E-2
4.19192E-1,5.48042E-4,9.26473E-4,1.55922E-3,2.59471E-3,4.25664E-3,6.85248E-3,1.07836E-2
4.24242E-1,5.48608E-4,9.27501E-4,1.56120E-3,2.59859E-3,4.26288E-3,6.86368E-3,1.08043E-2
4.29293E-1,5.49192E-4,9.28652E-4,1.56329E-3,2.60232E-3,4.26936E-3,6.87445E-3,1.08229E-2
4.34343E-1,5.49846E-4,9.29801E-4,1.56564E-3,2.60616E-3,4.27568E-3,6.88576E-3,1.08409E-2
4.39394E-1,5.50522E-4,9.30935E-4,1.56752E-3,2.60977E-3,4.28198E-3,6.89727E-3,1.08592E-2
4.44444E-1,5.51041E-4,9.32077E-4,1.56948E-3,2.61326E-3,4.28809E-3,6.90706E-3,1.08768E-2
4.49495E-1,5.51637E-4,9.33128E-4,1.57158E-3,2.61672E-3,4.29394E-3,6.91815E-3,1.08940E-2
4.54545E-1,5.52251E-4,9.34234E-4,1.57353E-3,2.62005E-3,4.29984E-3,6.92857E-3,1.09120E-2
4.59596E-1,5.52845E-4,9.35355E-4,1.57543E-3,2.62340E-3,4.30587E-3,6.93889E-3,1.09292E-2
4.64646E-1,5.53488E-4,9.36383E-4,1.57732E-3,2.62657E-3,4.31196E-3,6.94901E-3,1.09465E-2
4.69697E-1,5.53969E-4,9.37441E-4,1.57942E-3,2.63005E-3,4.31764E-3,6.95845E-3,1.09627E-2
4.74747E-1,5.54586E-4,9.38353E-4,1.58143E-3,2.63337E-3,4.32321E-3,6.96823E-3,1.09795E-2
4.79798E-1,5.55212E-4,9.39380E-4,1.58327E-3,2.63659E-3,4.32882E-3,6.97833E-3,1.09965E-2
4.84848E-1,5.55748E-4,9.40527E-4,1.58497E-3,2.64009E-3,4.33386E-3,6.98727E-3,1.10113E-2
4.89899E-1,5.56286E-4,9.41460E-4,1.58686E-3,2.64312E-3,4.33910E-3,6.99652E-3,1.10288E-2
4.94949E-1,5.56866E-4,9.42544E-4,1.58840E-3,2.64612E-3,4.34465E-3,7.00575E-3,1.10447E-2
5.00000E-1,5.57374E-4,9.43512E-4,1.59036E-3,2.64905E-3,4.34993E-3,7.01470E-3,1.10601E-2
