Matavo anoniminis tinginys

Usg,Isd,Isd,Isd,Isd,Isd,Isd,Isd
4.33939E+0,8.77130E-4,8.86401E-4,8.95354E-4,9.03571E-4,9.12004E-4,9.19606E-4,9.27514E-4
4.34747E+0,9.35064E-4,9.44883E-4,9.54531E-4,9.63233E-4,9.72336E-4,9.80410E-4,9.88730E-4
4.35556E+0,9.99132E-4,1.01062E-3,1.02088E-3,1.03011E-3,1.03988E-3,1.04851E-3,1.05752E-3
4.36364E+0,1.06565E-3,1.07734E-3,1.08821E-3,1.09797E-3,1.10848E-3,1.11761E-3,1.12700E-3
4.37172E+0,1.13576E-3,1.14806E-3,1.15982E-3,1.17035E-3,1.18136E-3,1.19115E-3,1.20108E-3
4.37980E+0,1.21307E-3,1.22639E-3,1.23883E-3,1.25015E-3,1.26202E-3,1.27231E-3,1.28312E-3
4.38788E+0,1.29234E-3,1.30650E-3,1.31986E-3,1.33196E-3,1.34449E-3,1.35550E-3,1.36701E-3
4.39596E+0,1.37654E-3,1.39150E-3,1.40617E-3,1.41883E-3,1.43229E-3,1.44405E-3,1.45611E-3
4.40404E+0,1.46626E-3,1.48224E-3,1.49758E-3,1.51121E-3,1.52546E-3,1.53793E-3,1.55108E-3
4.41212E+0,1.56591E-3,1.58273E-3,1.59930E-3,1.61376E-3,1.62903E-3,1.64221E-3,1.65642E-3
4.42020E+0,1.66723E-3,1.68524E-3,1.70290E-3,1.71828E-3,1.73451E-3,1.74873E-3,1.76373E-3
4.42828E+0,1.77496E-3,1.79405E-3,1.81300E-3,1.82922E-3,1.84669E-3,1.86149E-3,1.87789E-3
4.43636E+0,1.89426E-3,1.91442E-3,1.93475E-3,1.95228E-3,1.97093E-3,1.98665E-3,2.00390E-3
4.44444E+0,2.01588E-3,2.03748E-3,2.05909E-3,2.07757E-3,2.09738E-3,2.11440E-3,2.13255E-3
4.45253E+0,2.14551E-3,2.16842E-3,2.19143E-3,2.21121E-3,2.23211E-3,2.25009E-3,2.26969E-3
4.46061E+0,2.28855E-3,2.31275E-3,2.33747E-3,2.35853E-3,2.38096E-3,2.39962E-3,2.42065E-3
4.46869E+0,2.43417E-3,2.46011E-3,2.48615E-3,2.50880E-3,2.53291E-3,2.55303E-3,2.57520E-3
4.47677E+0,2.58881E-3,2.61644E-3,2.64402E-3,2.66786E-3,2.69334E-3,2.71500E-3,2.73892E-3
4.48485E+0,2.75984E-3,2.78874E-3,2.81806E-3,2.84379E-3,2.87066E-3,2.89415E-3,2.91914E-3
4.49293E+0,2.93288E-3,2.96392E-3,2.99527E-3,3.02265E-3,3.05105E-3,3.07638E-3,3.10296E-3
4.50101E+0,3.11735E-3,3.15015E-3,3.18326E-3,3.21248E-3,3.24293E-3,3.26971E-3,3.29770E-3
4.50909E+0,3.32076E-3,3.35557E-3,3.39093E-3,3.42205E-3,3.45471E-3,3.48275E-3,3.51271E-3
4.51717E+0,3.52786E-3,3.56529E-3,3.60251E-3,3.63564E-3,3.67013E-3,3.70015E-3,3.73218E-3
4.52525E+0,3.74709E-3,3.78704E-3,3.82651E-3,3.86182E-3,3.89827E-3,3.93038E-3,3.96367E-3
4.53333E+0,3.98900E-3,4.03129E-3,4.07372E-3,4.11105E-3,4.14968E-3,4.18446E-3,4.21947E-3
4.54141E+0,4.23477E-3,4.27951E-3,4.32463E-3,4.36515E-3,4.40515E-3,4.44197E-3,4.47960E-3
4.54949E+0,4.49497E-3,4.54206E-3,4.59042E-3,4.63279E-3,4.67552E-3,4.71444E-3,4.75433E-3
4.55758E+0,4.78098E-3,4.83088E-3,4.88242E-3,4.92767E-3,4.97283E-3,5.01461E-3,5.05680E-3
4.56566E+0,5.07175E-3,5.12545E-3,5.17908E-3,5.22733E-3,5.27493E-3,5.31947E-3,5.36446E-3
4.57374E+0,5.37872E-3,5.43548E-3,5.49195E-3,5.54361E-3,5.59466E-3,5.64114E-3,5.68861E-3
4.58182E+0,5.71604E-3,5.77695E-3,5.83687E-3,5.89151E-3,5.94509E-3,5.99503E-3,6.04491E-3
4.58990E+0,6.05916E-3,6.12305E-3,6.18643E-3,6.24475E-3,6.30136E-3,6.35400E-3,6.40704E-3
4.59798E+0,6.42138E-3,6.48767E-3,6.55630E-3,6.61640E-3,6.67758E-3,6.73332E-3,6.78957E-3
4.60606E+0,6.80181E-3,6.87292E-3,6.94398E-3,7.00912E-3,7.07291E-3,7.13267E-3,7.19174E-3
4.61414E+0,7.22085E-3,7.29632E-3,7.37045E-3,7.44055E-3,7.50726E-3,7.57088E-3,7.63384E-3
4.62222E+0,7.64508E-3,7.72395E-3,7.80333E-3,7.87806E-3,7.94811E-3,8.01469E-3,8.08109E-3
4.63030E+0,8.09099E-3,8.17359E-3,8.25891E-3,8.33751E-3,8.41106E-3,8.48104E-3,8.55205E-3
4.63838E+0,8.58042E-3,8.66704E-3,8.75670E-3,8.83977E-3,8.91865E-3,8.99207E-3,9.06872E-3
4.64646E+0,9.07468E-3,9.16704E-3,9.26129E-3,9.34890E-3,9.43333E-3,9.51094E-3,9.59022E-3
4.65455E+0,9.59247E-3,9.69165E-3,9.79058E-3,9.88131E-3,9.97107E-3,1.00531E-2,1.01381E-2
4.66263E+0,1.01606E-2,1.02651E-2,1.03694E-2,1.04672E-2,1.05602E-2,1.06485E-2,1.07374E-2
4.67071E+0,1.07337E-2,1.08453E-2,1.09560E-2,1.10580E-2,1.11569E-2,1.12505E-2,1.13434E-2
4.67879E+0,1.13362E-2,1.14541E-2,1.15720E-2,1.16779E-2,1.17842E-2,1.18827E-2,1.19794E-2
4.68687E+0,1.19961E-2,1.21200E-2,1.22439E-2,1.23543E-2,1.24674E-2,1.25713E-2,1.26732E-2
4.69495E+0,1.26612E-2,1.27914E-2,1.29216E-2,1.30396E-2,1.31559E-2,1.32674E-2,1.33752E-2
4.70303E+0,1.33594E-2,1.34940E-2,1.36324E-2,1.37558E-2,1.38794E-2,1.39965E-2,1.41081E-2
4.71111E+0,1.41170E-2,1.42605E-2,1.44065E-2,1.45362E-2,1.46679E-2,1.47893E-2,1.49082E-2
4.71919E+0,1.48810E-2,1.50336E-2,1.51864E-2,1.53228E-2,1.54621E-2,1.55884E-2,1.57156E-2
4.72727E+0,1.56815E-2,1.58417E-2,1.60029E-2,1.61462E-2,1.62897E-2,1.64264E-2,1.65583E-2
4.73535E+0,1.65577E-2,1.67251E-2,1.68929E-2,1.70440E-2,1.71970E-2,1.73398E-2,1.74786E-2
4.74343E+0,1.74334E-2,1.76098E-2,1.77856E-2,1.79440E-2,1.81044E-2,1.82551E-2,1.84024E-2
4.75152E+0,1.83473E-2,1.85330E-2,1.87180E-2,1.88840E-2,1.90506E-2,1.92097E-2,1.93641E-2
4.75960E+0,1.93420E-2,1.95341E-2,1.97273E-2,1.99048E-2,2.00819E-2,2.02460E-2,2.04127E-2
4.76768E+0,2.03389E-2,2.05400E-2,2.07427E-2,2.09307E-2,2.11149E-2,2.12890E-2,2.14626E-2
4.77576E+0,2.13765E-2,2.15901E-2,2.18035E-2,2.19997E-2,2.21925E-2,2.23732E-2,2.25578E-2
4.78384E+0,2.24587E-2,2.26865E-2,2.29078E-2,2.31148E-2,2.33135E-2,2.35063E-2,2.36976E-2
4.79192E+0,2.36315E-2,2.38706E-2,2.41022E-2,2.43239E-2,2.45296E-2,2.47302E-2,2.49307E-2
4.80000E+0,2.48068E-2,2.50572E-2,2.53001E-2,2.55333E-2,2.57485E-2,2.59573E-2,2.61663E-2
