Matavo anoniminis tinginys

Usd,Isd
V,A
 ,Usg=4.30E+0V,Usg=4.37E+0V,Usg=4.43E+0V,Usg=4.50E+0V,Usg=4.57E+0V,Usg=4.63E+0V,Usg=4.70E+0V
1.11111E-1,4.72775E-4,7.88988E-4,1.30908E-3,2.14006E-3,3.42901E-3,5.34738E-3,8.00302E-3
1.16162E-1,4.75865E-4,7.94610E-4,1.31939E-3,2.15967E-3,3.46632E-3,5.41952E-3,8.14533E-3
1.21212E-1,4.78797E-4,7.99802E-4,1.32919E-3,2.17757E-3,3.50030E-3,5.48593E-3,8.27663E-3
1.26263E-1,4.81365E-4,8.04789E-4,1.33795E-3,2.19415E-3,3.53179E-3,5.54695E-3,8.39783E-3
1.31313E-1,4.83766E-4,8.09212E-4,1.34640E-3,2.20979E-3,3.56109E-3,5.60348E-3,8.50962E-3
1.36364E-1,4.86066E-4,8.13421E-4,1.35406E-3,2.22433E-3,3.58817E-3,5.65582E-3,8.61257E-3
1.41414E-1,4.88214E-4,8.17423E-4,1.36142E-3,2.23791E-3,3.61401E-3,5.70452E-3,8.70843E-3
1.46465E-1,4.90205E-4,8.21163E-4,1.36826E-3,2.25059E-3,3.63843E-3,5.74980E-3,8.79817E-3
1.51515E-1,4.92105E-4,8.24632E-4,1.37489E-3,2.26284E-3,3.66087E-3,5.79263E-3,8.88135E-3
1.56566E-1,4.93910E-4,8.28008E-4,1.38100E-3,2.27422E-3,3.68214E-3,5.83250E-3,8.96038E-3
1.61616E-1,4.95601E-4,8.31107E-4,1.38680E-3,2.28537E-3,3.70266E-3,5.87127E-3,9.03471E-3
1.66667E-1,4.97237E-4,8.34236E-4,1.39237E-3,2.29548E-3,3.72204E-3,5.90727E-3,9.10437E-3
1.71717E-1,4.98781E-4,8.37068E-4,1.39781E-3,2.30556E-3,3.74059E-3,5.94199E-3,9.17041E-3
1.76768E-1,5.00361E-4,8.39992E-4,1.40305E-3,2.31547E-3,3.75845E-3,5.97472E-3,9.23305E-3
1.81818E-1,5.01859E-4,8.42778E-4,1.40813E-3,2.32456E-3,3.77517E-3,6.00662E-3,9.29156E-3
1.86869E-1,5.03326E-4,8.45485E-4,1.41309E-3,2.33367E-3,3.79181E-3,6.03684E-3,9.34855E-3
1.91919E-1,5.04762E-4,8.48108E-4,1.41778E-3,2.34236E-3,3.80747E-3,6.06589E-3,9.40371E-3
1.96970E-1,5.06096E-4,8.50533E-4,1.42248E-3,2.35081E-3,3.82261E-3,6.09409E-3,9.45621E-3
2.02020E-1,5.07416E-4,8.52881E-4,1.42689E-3,2.35869E-3,3.83704E-3,6.12070E-3,9.50619E-3
2.07071E-1,5.08709E-4,8.55241E-4,1.43118E-3,2.36639E-3,3.85143E-3,6.14642E-3,9.55455E-3
2.12121E-1,5.09883E-4,8.57616E-4,1.43562E-3,2.37391E-3,3.86552E-3,6.17139E-3,9.60107E-3
2.17172E-1,5.11165E-4,8.59775E-4,1.43992E-3,2.38174E-3,3.88008E-3,6.19663E-3,9.64608E-3
2.22222E-1,5.12360E-4,8.62066E-4,1.44399E-3,2.38914E-3,3.89316E-3,6.22038E-3,9.68870E-3
2.27273E-1,5.13542E-4,8.64166E-4,1.44791E-3,2.39636E-3,3.90590E-3,6.24404E-3,9.73059E-3
2.32323E-1,5.14654E-4,8.66160E-4,1.45190E-3,2.40354E-3,3.91893E-3,6.26707E-3,9.77171E-3
2.37374E-1,5.15758E-4,8.68241E-4,1.45541E-3,2.41041E-3,3.93094E-3,6.28888E-3,9.80979E-3
2.42424E-1,5.16863E-4,8.70156E-4,1.45924E-3,2.41738E-3,3.94306E-3,6.31048E-3,9.84901E-3
2.47475E-1,5.17937E-4,8.72106E-4,1.46274E-3,2.42410E-3,3.95534E-3,6.33184E-3,9.88763E-3
2.52525E-1,5.19025E-4,8.74018E-4,1.46635E-3,2.43011E-3,3.96702E-3,6.35235E-3,9.92320E-3
2.57576E-1,5.20034E-4,8.75890E-4,1.46991E-3,2.43644E-3,3.97788E-3,6.37166E-3,9.95850E-3
2.62626E-1,5.21108E-4,8.77840E-4,1.47319E-3,2.44274E-3,3.98881E-3,6.39067E-3,9.99340E-3
2.67677E-1,5.22073E-4,8.79712E-4,1.47641E-3,2.44861E-3,3.99987E-3,6.41032E-3,1.00271E-2
2.72727E-1,5.23027E-4,8.81534E-4,1.47980E-3,2.45477E-3,4.01031E-3,6.42897E-3,1.00595E-2
2.77778E-1,5.23997E-4,8.83295E-4,1.48299E-3,2.46028E-3,4.02011E-3,6.44682E-3,1.00918E-2
2.82828E-1,5.24931E-4,8.85016E-4,1.48621E-3,2.46591E-3,4.03018E-3,6.46453E-3,1.01231E-2
2.87879E-1,5.25858E-4,8.86676E-4,1.48913E-3,2.47123E-3,4.04036E-3,6.48204E-3,1.01534E-2
2.92929E-1,5.26779E-4,8.88428E-4,1.49224E-3,2.47699E-3,4.05014E-3,6.49940E-3,1.01838E-2
2.97980E-1,5.27672E-4,8.90071E-4,1.49523E-3,2.48238E-3,4.05986E-3,6.51629E-3,1.02137E-2
3.03030E-1,5.28622E-4,8.91478E-4,1.49847E-3,2.48775E-3,4.06890E-3,6.53272E-3,1.02428E-2
3.08081E-1,5.29429E-4,8.93132E-4,1.50130E-3,2.49263E-3,4.07802E-3,6.54933E-3,1.02708E-2
3.13131E-1,5.30358E-4,8.94809E-4,1.50397E-3,2.49775E-3,4.08744E-3,6.56584E-3,1.02988E-2
3.18182E-1,5.31218E-4,8.96390E-4,1.50677E-3,2.50275E-3,4.09609E-3,6.58091E-3,1.03250E-2
3.23232E-1,5.32053E-4,8.97799E-4,1.50947E-3,2.50740E-3,4.10470E-3,6.59641E-3,1.03527E-2
3.28283E-1,5.32925E-4,8.99242E-4,1.51225E-3,2.51259E-3,4.11323E-3,6.61184E-3,1.03784E-2
3.33333E-1,5.33624E-4,9.00749E-4,1.51487E-3,2.51728E-3,4.12154E-3,6.62681E-3,1.04042E-2
3.38384E-1,5.34419E-4,9.02170E-4,1.51758E-3,2.52149E-3,4.13015E-3,6.64186E-3,1.04289E-2
3.43434E-1,5.35243E-4,9.03595E-4,1.52002E-3,2.52619E-3,4.13878E-3,6.65675E-3,1.04538E-2
3.48485E-1,5.36043E-4,9.04977E-4,1.52252E-3,2.53061E-3,4.14651E-3,6.67053E-3,1.04777E-2
3.53535E-1,5.36785E-4,9.06368E-4,1.52509E-3,2.53526E-3,4.15467E-3,6.68482E-3,1.05017E-2
3.58586E-1,5.37470E-4,9.07804E-4,1.52774E-3,2.53970E-3,4.16258E-3,6.69809E-3,1.05257E-2
3.63636E-1,5.38227E-4,9.09176E-4,1.52995E-3,2.54419E-3,4.17019E-3,6.71151E-3,1.05494E-2
3.68687E-1,5.39002E-4,9.10581E-4,1.53256E-3,2.54823E-3,4.17768E-3,6.72521E-3,1.05731E-2
3.73737E-1,5.39677E-4,9.11900E-4,1.53486E-3,2.55259E-3,4.18536E-3,6.73772E-3,1.05955E-2
3.78788E-1,5.40402E-4,9.13184E-4,1.53731E-3,2.55694E-3,4.19223E-3,6.75150E-3,1.06178E-2
3.83838E-1,5.41098E-4,9.14407E-4,1.53960E-3,2.56106E-3,4.19956E-3,6.76375E-3,1.06391E-2
3.88889E-1,5.41817E-4,9.15766E-4,1.54187E-3,2.56540E-3,4.20679E-3,6.77671E-3,1.06601E-2
3.93939E-1,5.42515E-4,9.16917E-4,1.54422E-3,2.56893E-3,4.21402E-3,6.78868E-3,1.06799E-2
3.98990E-1,5.43185E-4,9.18229E-4,1.54636E-3,2.57285E-3,4.22121E-3,6.80038E-3,1.07004E-2
4.04040E-1,5.43803E-4,9.19413E-4,1.54858E-3,2.57682E-3,4.22817E-3,6.81267E-3,1.07221E-2
4.09091E-1,5.44530E-4,9.20595E-4,1.55072E-3,2.58049E-3,4.23476E-3,6.82446E-3,1.07428E-2
4.14141E-1,5.45220E-4,9.21771E-4,1.55293E-3,2.58456E-3,4.24102E-3,6.83507E-3,1.07622E-2
4.19192E-1,5.45832E-4,9.22969E-4,1.55495E-3,2.58833E-3,4.24742E-3,6.84637E-3,1.07834E-2
4.24242E-1,5.46476E-4,9.24121E-4,1.55715E-3,2.59204E-3,4.25380E-3,6.85732E-3,1.08016E-2
4.29293E-1,5.47168E-4,9.25112E-4,1.55929E-3,2.59587E-3,4.26003E-3,6.86849E-3,1.08207E-2
4.34343E-1,5.47785E-4,9.26274E-4,1.56139E-3,2.59899E-3,4.26623E-3,6.88053E-3,1.08384E-2
4.39394E-1,5.48439E-4,9.27385E-4,1.56338E-3,2.60275E-3,4.27236E-3,6.89092E-3,1.08570E-2
4.44444E-1,5.49040E-4,9.28458E-4,1.56534E-3,2.60656E-3,4.27881E-3,6.90105E-3,1.08748E-2
4.49495E-1,5.49524E-4,9.29612E-4,1.56727E-3,2.60989E-3,4.28424E-3,6.91194E-3,1.08933E-2
4.54545E-1,5.50163E-4,9.30767E-4,1.56942E-3,2.61341E-3,4.29001E-3,6.92192E-3,1.09093E-2
4.59596E-1,5.50749E-4,9.31804E-4,1.57124E-3,2.61644E-3,4.29605E-3,6.93254E-3,1.09266E-2
4.64646E-1,5.51413E-4,9.32899E-4,1.57319E-3,2.62009E-3,4.30242E-3,6.94273E-3,1.09443E-2
4.69697E-1,5.51967E-4,9.34017E-4,1.57492E-3,2.62326E-3,4.30806E-3,6.95218E-3,1.09604E-2
4.74747E-1,5.52513E-4,9.34985E-4,1.57675E-3,2.62643E-3,4.31293E-3,6.96198E-3,1.09760E-2
4.79798E-1,5.53088E-4,9.36103E-4,1.57867E-3,2.62967E-3,4.31899E-3,6.97175E-3,1.09931E-2
4.84848E-1,5.53524E-4,9.37176E-4,1.58055E-3,2.63289E-3,4.32442E-3,6.98105E-3,1.10100E-2
4.89899E-1,5.54129E-4,9.38133E-4,1.58233E-3,2.63605E-3,4.33018E-3,6.99048E-3,1.10256E-2
4.94949E-1,5.54680E-4,9.39120E-4,1.58418E-3,2.63961E-3,4.33591E-3,6.99973E-3,1.10408E-2
5.00000E-1,5.55242E-4,9.40143E-4,1.58581E-3,2.64218E-3,4.34074E-3,7.00877E-3,1.10569E-2
