Matavo anoniminis tinginys

Usd,Isd,Isd,Isd,Isd,Isd,Isd,Isd
2.32323E-1,5.01646E-4,8.43663E-4,1.41054E-3,2.32622E-3,3.76705E-3,5.95881E-3,9.10977E-3
2.37374E-1,5.02701E-4,8.45597E-4,1.41412E-3,2.33278E-3,3.77955E-3,5.98208E-3,9.15228E-3
2.42424E-1,5.03814E-4,8.47611E-4,1.41792E-3,2.33943E-3,3.79181E-3,6.00361E-3,9.19498E-3
2.47475E-1,5.04837E-4,8.49622E-4,1.42134E-3,2.34604E-3,3.80374E-3,6.02419E-3,9.23617E-3
2.52525E-1,5.05870E-4,8.51462E-4,1.42489E-3,2.35224E-3,3.81535E-3,6.04571E-3,9.27419E-3
2.57576E-1,5.06869E-4,8.53359E-4,1.42835E-3,2.35844E-3,3.82676E-3,6.06680E-3,9.31169E-3
2.62626E-1,5.07895E-4,8.55163E-4,1.43170E-3,2.36442E-3,3.83761E-3,6.08610E-3,9.34805E-3
2.67677E-1,5.08877E-4,8.56904E-4,1.43484E-3,2.37011E-3,3.84808E-3,6.10487E-3,9.38315E-3
2.72727E-1,5.09932E-4,8.58763E-4,1.43805E-3,2.37628E-3,3.85847E-3,6.12461E-3,9.41886E-3
2.77778E-1,5.10871E-4,8.60503E-4,1.44115E-3,2.38191E-3,3.86878E-3,6.14300E-3,9.45306E-3
2.82828E-1,5.11769E-4,8.62202E-4,1.44418E-3,2.38765E-3,3.87860E-3,6.16020E-3,9.48504E-3
2.87879E-1,5.12653E-4,8.63900E-4,1.44722E-3,2.39300E-3,3.88866E-3,6.17833E-3,9.51775E-3
2.92929E-1,5.13560E-4,8.65601E-4,1.45014E-3,2.39866E-3,3.89836E-3,6.19589E-3,9.54848E-3
2.97980E-1,5.14433E-4,8.67194E-4,1.45323E-3,2.40365E-3,3.90790E-3,6.21294E-3,9.57969E-3
3.03030E-1,5.15354E-4,8.68817E-4,1.45616E-3,2.40897E-3,3.91728E-3,6.22911E-3,9.60949E-3
3.08081E-1,5.16142E-4,8.70348E-4,1.45882E-3,2.41406E-3,3.92639E-3,6.24576E-3,9.63906E-3
3.13131E-1,5.16987E-4,8.71963E-4,1.46173E-3,2.41925E-3,3.93542E-3,6.26199E-3,9.66720E-3
3.18182E-1,5.17842E-4,8.73469E-4,1.46461E-3,2.42406E-3,3.94448E-3,6.27804E-3,9.69541E-3
3.23232E-1,5.18630E-4,8.74945E-4,1.46730E-3,2.42891E-3,3.95288E-3,6.29273E-3,9.72231E-3
3.28283E-1,5.19491E-4,8.76294E-4,1.46996E-3,2.43367E-3,3.96118E-3,6.30729E-3,9.75044E-3
3.33333E-1,5.20304E-4,8.77685E-4,1.47251E-3,2.43827E-3,3.97000E-3,6.32321E-3,9.77595E-3
3.38384E-1,5.21076E-4,8.79093E-4,1.47510E-3,2.44296E-3,3.97814E-3,6.33863E-3,9.80266E-3
3.43434E-1,5.21878E-4,8.80574E-4,1.47754E-3,2.44759E-3,3.98627E-3,6.35186E-3,9.82814E-3
3.48485E-1,5.22619E-4,8.81944E-4,1.48010E-3,2.45190E-3,3.99451E-3,6.36605E-3,9.85242E-3
3.53535E-1,5.23367E-4,8.83295E-4,1.48262E-3,2.45638E-3,4.00232E-3,6.38049E-3,9.87652E-3
3.58586E-1,5.24123E-4,8.84705E-4,1.48506E-3,2.46085E-3,4.01023E-3,6.39358E-3,9.90087E-3
3.63636E-1,5.24833E-4,8.86007E-4,1.48756E-3,2.46488E-3,4.01753E-3,6.40630E-3,9.92350E-3
3.68687E-1,5.25531E-4,8.87269E-4,1.48992E-3,2.46894E-3,4.02455E-3,6.41920E-3,9.94612E-3
3.73737E-1,5.26282E-4,8.88550E-4,1.49233E-3,2.47315E-3,4.03209E-3,6.43201E-3,9.96831E-3
3.78788E-1,5.26965E-4,8.89803E-4,1.49450E-3,2.47727E-3,4.03933E-3,6.44488E-3,9.99182E-3
3.83838E-1,5.27612E-4,8.91015E-4,1.49676E-3,2.48116E-3,4.04651E-3,6.45787E-3,1.00131E-2
3.88889E-1,5.28252E-4,8.92204E-4,1.49910E-3,2.48527E-3,4.05397E-3,6.46963E-3,1.00341E-2
3.93939E-1,5.28968E-4,8.93313E-4,1.50148E-3,2.48878E-3,4.06089E-3,6.48127E-3,1.00562E-2
3.98990E-1,5.29618E-4,8.94547E-4,1.50357E-3,2.49266E-3,4.06769E-3,6.49291E-3,1.00760E-2
4.04040E-1,5.30308E-4,8.95753E-4,1.50565E-3,2.49648E-3,4.07428E-3,6.50471E-3,1.00955E-2
4.09091E-1,5.30968E-4,8.97001E-4,1.50773E-3,2.50027E-3,4.08066E-3,6.51618E-3,1.01161E-2
4.14141E-1,5.31652E-4,8.98274E-4,1.50977E-3,2.50403E-3,4.08713E-3,6.52772E-3,1.01356E-2
4.19192E-1,5.32319E-4,8.99334E-4,1.51180E-3,2.50764E-3,4.09363E-3,6.53882E-3,1.01550E-2
4.24242E-1,5.32909E-4,9.00510E-4,1.51390E-3,2.51129E-3,4.10048E-3,6.54944E-3,1.01729E-2
4.29293E-1,5.33508E-4,9.01626E-4,1.51587E-3,2.51482E-3,4.10638E-3,6.56015E-3,1.01921E-2
4.34343E-1,5.34179E-4,9.02711E-4,1.51777E-3,2.51826E-3,4.11246E-3,6.57144E-3,1.02103E-2
4.39394E-1,5.34740E-4,9.03875E-4,1.51967E-3,2.52144E-3,4.11881E-3,6.58173E-3,1.02278E-2
4.44444E-1,5.35333E-4,9.04813E-4,1.52169E-3,2.52465E-3,4.12491E-3,6.59207E-3,1.02464E-2
4.49495E-1,5.35879E-4,9.05954E-4,1.52349E-3,2.52819E-3,4.13095E-3,6.60247E-3,1.02625E-2
4.54545E-1,5.36490E-4,9.07040E-4,1.52541E-3,2.53139E-3,4.13665E-3,6.61278E-3,1.02813E-2
4.59596E-1,5.37060E-4,9.08041E-4,1.52723E-3,2.53477E-3,4.14245E-3,6.62227E-3,1.02977E-2
4.64646E-1,5.37598E-4,9.09114E-4,1.52913E-3,2.53819E-3,4.14855E-3,6.63231E-3,1.03151E-2
4.69697E-1,5.38094E-4,9.10117E-4,1.53102E-3,2.54151E-3,4.15404E-3,6.64157E-3,1.03321E-2
4.74747E-1,5.38765E-4,9.11041E-4,1.53289E-3,2.54451E-3,4.15935E-3,6.65176E-3,1.03469E-2
4.79798E-1,5.39361E-4,9.12031E-4,1.53467E-3,2.54780E-3,4.16515E-3,6.66189E-3,1.03635E-2
4.84848E-1,5.39871E-4,9.12992E-4,1.53625E-3,2.55089E-3,4.17049E-3,6.67153E-3,1.03795E-2
4.89899E-1,5.40354E-4,9.14020E-4,1.53805E-3,2.55397E-3,4.17611E-3,6.68052E-3,1.03947E-2
4.94949E-1,5.40956E-4,9.15014E-4,1.53985E-3,2.55710E-3,4.18130E-3,6.68951E-3,1.04104E-2
5.00000E-1,5.41480E-4,9.16000E-4,1.54158E-3,2.56013E-3,4.18717E-3,6.69824E-3,1.04248E-2
