Matavo anoniminis tinginys

Usd,Isd
V,A
 ,Usg=4.40E+0V,Usg=4.47E+0V,Usg=4.53E+0V,Usg=4.60E+0V,Usg=4.67E+0V,Usg=4.73E+0V,Usg=4.80E+0V
4.92424E-1,1.29841E-3,2.16617E-3,3.56705E-3,5.76326E-3,9.12260E-3,1.40372E-2,2.07898E-2
5.05051E-1,1.30196E-3,2.17296E-3,3.57863E-3,5.78290E-3,9.15821E-3,1.40992E-2,2.09080E-2
5.17677E-1,1.30524E-3,2.17895E-3,3.58945E-3,5.80168E-3,9.19129E-3,1.41600E-2,2.10191E-2
5.30303E-1,1.30865E-3,2.18527E-3,3.60023E-3,5.82045E-3,9.22356E-3,1.42168E-2,2.11247E-2
5.42929E-1,1.31185E-3,2.19084E-3,3.61042E-3,5.83840E-3,9.25465E-3,1.42733E-2,2.12280E-2
5.55556E-1,1.31499E-3,2.19658E-3,3.62035E-3,5.85538E-3,9.28449E-3,1.43276E-2,2.13280E-2
5.68182E-1,1.31803E-3,2.20211E-3,3.62991E-3,5.87229E-3,9.31467E-3,1.43793E-2,2.14255E-2
5.80808E-1,1.32100E-3,2.20745E-3,3.63953E-3,5.88848E-3,9.34330E-3,1.44307E-2,2.15180E-2
5.93434E-1,1.32415E-3,2.21256E-3,3.64912E-3,5.90484E-3,9.37125E-3,1.44797E-2,2.16083E-2
6.06061E-1,1.32704E-3,2.21785E-3,3.65790E-3,5.92094E-3,9.39885E-3,1.45274E-2,2.16963E-2
6.18687E-1,1.32985E-3,2.22294E-3,3.66658E-3,5.93499E-3,9.42478E-3,1.45738E-2,2.17801E-2
6.31313E-1,1.33270E-3,2.22795E-3,3.67577E-3,5.95012E-3,9.45123E-3,1.46185E-2,2.18616E-2
6.43939E-1,1.33530E-3,2.23291E-3,3.68410E-3,5.96477E-3,9.47671E-3,1.46622E-2,2.19402E-2
6.56566E-1,1.33804E-3,2.23753E-3,3.69243E-3,5.97909E-3,9.50061E-3,1.47041E-2,2.20150E-2
6.69192E-1,1.34057E-3,2.24205E-3,3.70037E-3,5.99296E-3,9.52488E-3,1.47471E-2,2.20903E-2
6.81818E-1,1.34313E-3,2.24700E-3,3.70808E-3,6.00652E-3,9.54845E-3,1.47864E-2,2.21611E-2
6.94444E-1,1.34570E-3,2.25111E-3,3.71614E-3,6.01986E-3,9.57168E-3,1.48258E-2,2.22310E-2
7.07071E-1,1.34809E-3,2.25551E-3,3.72354E-3,6.03306E-3,9.59391E-3,1.48653E-2,2.23006E-2
7.19697E-1,1.35048E-3,2.25979E-3,3.73161E-3,6.04586E-3,9.61580E-3,1.49033E-2,2.23668E-2
7.32323E-1,1.35302E-3,2.26436E-3,3.73824E-3,6.05811E-3,9.63858E-3,1.49407E-2,2.24318E-2
7.44949E-1,1.35549E-3,2.26841E-3,3.74535E-3,6.06985E-3,9.65985E-3,1.49757E-2,2.24931E-2
7.57576E-1,1.35760E-3,2.27248E-3,3.75250E-3,6.08209E-3,9.68086E-3,1.50109E-2,2.25560E-2
7.70202E-1,1.35982E-3,2.27647E-3,3.75889E-3,6.09377E-3,9.70178E-3,1.50448E-2,2.26166E-2
7.82828E-1,1.36219E-3,2.28028E-3,3.76555E-3,6.10538E-3,9.72165E-3,1.50786E-2,2.26718E-2
7.95455E-1,1.36429E-3,2.28415E-3,3.77293E-3,6.11721E-3,9.74069E-3,1.51134E-2,2.27286E-2
8.08081E-1,1.36653E-3,2.28784E-3,3.77966E-3,6.12852E-3,9.76032E-3,1.51450E-2,2.27838E-2
8.20707E-1,1.36874E-3,2.29164E-3,3.78616E-3,6.13979E-3,9.77927E-3,1.51765E-2,2.28393E-2
8.33333E-1,1.37085E-3,2.29547E-3,3.79209E-3,6.15062E-3,9.79794E-3,1.52084E-2,2.28920E-2
8.45960E-1,1.37293E-3,2.29917E-3,3.79845E-3,6.16215E-3,9.81608E-3,1.52377E-2,2.29442E-2
8.58586E-1,1.37493E-3,2.30290E-3,3.80517E-3,6.17285E-3,9.83422E-3,1.52673E-2,2.29947E-2
8.71212E-1,1.37714E-3,2.30623E-3,3.81100E-3,6.18330E-3,9.85157E-3,1.52999E-2,2.30469E-2
8.83838E-1,1.37908E-3,2.30982E-3,3.81741E-3,6.19393E-3,9.86821E-3,1.53289E-2,2.30934E-2
8.96465E-1,1.38098E-3,2.31303E-3,3.82373E-3,6.20450E-3,9.88510E-3,1.53586E-2,2.31414E-2
9.09091E-1,1.38310E-3,2.31628E-3,3.82913E-3,6.21387E-3,9.90354E-3,1.53857E-2,2.31895E-2
9.21717E-1,1.38490E-3,2.31966E-3,3.83492E-3,6.22403E-3,9.92017E-3,1.54136E-2,2.32365E-2
9.34343E-1,1.38695E-3,2.32313E-3,3.84089E-3,6.23398E-3,9.93671E-3,1.54402E-2,2.32818E-2
9.46970E-1,1.38875E-3,2.32648E-3,3.84662E-3,6.24328E-3,9.95190E-3,1.54688E-2,2.33277E-2
9.59596E-1,1.39056E-3,2.32982E-3,3.85197E-3,6.25285E-3,9.96764E-3,1.54956E-2,2.33729E-2
9.72222E-1,1.39246E-3,2.33313E-3,3.85814E-3,6.26259E-3,9.98364E-3,1.55203E-2,2.34144E-2
9.84848E-1,1.39410E-3,2.33606E-3,3.86405E-3,6.27124E-3,9.99883E-3,1.55460E-2,2.34554E-2
9.97475E-1,1.39591E-3,2.33909E-3,3.86892E-3,6.28078E-3,1.00148E-2,1.55717E-2,2.34966E-2
1.01010E+0,1.39758E-3,2.34234E-3,3.87445E-3,6.29082E-3,1.00296E-2,1.55978E-2,2.35398E-2
1.02273E+0,1.39964E-3,2.34565E-3,3.88000E-3,6.29987E-3,1.00438E-2,1.56236E-2,2.35793E-2
1.03535E+0,1.40123E-3,2.34845E-3,3.88507E-3,6.30869E-3,1.00584E-2,1.56471E-2,2.36208E-2
1.04798E+0,1.40289E-3,2.35159E-3,3.89029E-3,6.31701E-3,1.00735E-2,1.56697E-2,2.36594E-2
1.06061E+0,1.40451E-3,2.35472E-3,3.89496E-3,6.32521E-3,1.00878E-2,1.56939E-2,2.37011E-2
1.07323E+0,1.40633E-3,2.35756E-3,3.89988E-3,6.33402E-3,1.01018E-2,1.57171E-2,2.37382E-2
1.08586E+0,1.40775E-3,2.36050E-3,3.90537E-3,6.34237E-3,1.01157E-2,1.57396E-2,2.37751E-2
1.09848E+0,1.40960E-3,2.36314E-3,3.91089E-3,6.35175E-3,1.01295E-2,1.57630E-2,2.38123E-2
1.11111E+0,1.41137E-3,2.36585E-3,3.91563E-3,6.35949E-3,1.01434E-2,1.57838E-2,2.38481E-2
1.12374E+0,1.41318E-3,2.36907E-3,3.92020E-3,6.36789E-3,1.01576E-2,1.58075E-2,2.38832E-2
1.13636E+0,1.41459E-3,2.37172E-3,3.92513E-3,6.37602E-3,1.01712E-2,1.58284E-2,2.39199E-2
1.14899E+0,1.41622E-3,2.37473E-3,3.92989E-3,6.38395E-3,1.01845E-2,1.58507E-2,2.39547E-2
1.16162E+0,1.41792E-3,2.37717E-3,3.93508E-3,6.39234E-3,1.01967E-2,1.58711E-2,2.39880E-2
1.17424E+0,1.41958E-3,2.38019E-3,3.93975E-3,6.39968E-3,1.02101E-2,1.58911E-2,2.40242E-2
1.18687E+0,1.42119E-3,2.38282E-3,3.94397E-3,6.40743E-3,1.02235E-2,1.59143E-2,2.40575E-2
1.19949E+0,1.42274E-3,2.38536E-3,3.94876E-3,6.41534E-3,1.02368E-2,1.59332E-2,2.40926E-2
1.21212E+0,1.42426E-3,2.38811E-3,3.95326E-3,6.42269E-3,1.02479E-2,1.59532E-2,2.41248E-2
1.22475E+0,1.42585E-3,2.39083E-3,3.95771E-3,6.43056E-3,1.02605E-2,1.59743E-2,2.41579E-2
1.23737E+0,1.42742E-3,2.39359E-3,3.96162E-3,6.43891E-3,1.02736E-2,1.59943E-2,2.41922E-2
1.25000E+0,1.42877E-3,2.39616E-3,3.96561E-3,6.44639E-3,1.02853E-2,1.60138E-2,2.42238E-2
