Matavo anoniminis tinginys

Usd,Isd
V,A
 ,Usg=4.30E+0V,Usg=4.37E+0V,Usg=4.43E+0V,Usg=4.50E+0V,Usg=4.57E+0V,Usg=4.63E+0V,Usg=4.70E+0V
2.82828E-1,5.32668E-4,8.96947E-4,1.50346E-3,2.49232E-3,4.06853E-3,6.51914E-3,1.01940E-2
2.87879E-1,5.33649E-4,8.98633E-4,1.50656E-3,2.49768E-3,4.07855E-3,6.53681E-3,1.02258E-2
2.92929E-1,5.34609E-4,9.00386E-4,1.50938E-3,2.50310E-3,4.08872E-3,6.55397E-3,1.02566E-2
2.97980E-1,5.35510E-4,9.02023E-4,1.51251E-3,2.50885E-3,4.09859E-3,6.57085E-3,1.02867E-2
3.03030E-1,5.36333E-4,9.03629E-4,1.51544E-3,2.51431E-3,4.10779E-3,6.58760E-3,1.03158E-2
3.08081E-1,5.37169E-4,9.05224E-4,1.51838E-3,2.51949E-3,4.11724E-3,6.60371E-3,1.03444E-2
3.13131E-1,5.37988E-4,9.06818E-4,1.52132E-3,2.52430E-3,4.12688E-3,6.62002E-3,1.03729E-2
3.18182E-1,5.38798E-4,9.08410E-4,1.52410E-3,2.52932E-3,4.13607E-3,6.63555E-3,1.04000E-2
3.23232E-1,5.39645E-4,9.09977E-4,1.52694E-3,2.53440E-3,4.14514E-3,6.65153E-3,1.04274E-2
3.28283E-1,5.40491E-4,9.11443E-4,1.52963E-3,2.53908E-3,4.15394E-3,6.66703E-3,1.04537E-2
3.33333E-1,5.41293E-4,9.12917E-4,1.53233E-3,2.54352E-3,4.16217E-3,6.68200E-3,1.04778E-2
3.38384E-1,5.42041E-4,9.14402E-4,1.53506E-3,2.54822E-3,4.17041E-3,6.69674E-3,1.05043E-2
3.43434E-1,5.42871E-4,9.15869E-4,1.53767E-3,2.55327E-3,4.17852E-3,6.71213E-3,1.05279E-2
3.48485E-1,5.43688E-4,9.17315E-4,1.54049E-3,2.55776E-3,4.18636E-3,6.72557E-3,1.05524E-2
3.53535E-1,5.44501E-4,9.18746E-4,1.54293E-3,2.56214E-3,4.19464E-3,6.73903E-3,1.05758E-2
3.58586E-1,5.45235E-4,9.20127E-4,1.54549E-3,2.56662E-3,4.20279E-3,6.75271E-3,1.05999E-2
3.63636E-1,5.45961E-4,9.21463E-4,1.54789E-3,2.57121E-3,4.21037E-3,6.76681E-3,1.06235E-2
3.68687E-1,5.46710E-4,9.22923E-4,1.55028E-3,2.57552E-3,4.21796E-3,6.77935E-3,1.06469E-2
3.73737E-1,5.47450E-4,9.24163E-4,1.55259E-3,2.57967E-3,4.22587E-3,6.79271E-3,1.06701E-2
3.78788E-1,5.48183E-4,9.25451E-4,1.55493E-3,2.58339E-3,4.23347E-3,6.80613E-3,1.06919E-2
3.83838E-1,5.48886E-4,9.26761E-4,1.55753E-3,2.58772E-3,4.24069E-3,6.81899E-3,1.07136E-2
3.88889E-1,5.49626E-4,9.27884E-4,1.55981E-3,2.59159E-3,4.24732E-3,6.83109E-3,1.07366E-2
3.93939E-1,5.50326E-4,9.29073E-4,1.56196E-3,2.59591E-3,4.25484E-3,6.84274E-3,1.07566E-2
3.98990E-1,5.51015E-4,9.30350E-4,1.56418E-3,2.59969E-3,4.26156E-3,6.85496E-3,1.07787E-2
4.04040E-1,5.51734E-4,9.31711E-4,1.56637E-3,2.60342E-3,4.26857E-3,6.86627E-3,1.07985E-2
4.09091E-1,5.52443E-4,9.32930E-4,1.56854E-3,2.60740E-3,4.27549E-3,6.87769E-3,1.08196E-2
4.14141E-1,5.53084E-4,9.34151E-4,1.57091E-3,2.61136E-3,4.28205E-3,6.88929E-3,1.08377E-2
4.19192E-1,5.53823E-4,9.35240E-4,1.57297E-3,2.61482E-3,4.28874E-3,6.90071E-3,1.08568E-2
4.24242E-1,5.54481E-4,9.36527E-4,1.57493E-3,2.61845E-3,4.29524E-3,6.91241E-3,1.08773E-2
4.29293E-1,5.55134E-4,9.37681E-4,1.57672E-3,2.62233E-3,4.30164E-3,6.92317E-3,1.08960E-2
4.34343E-1,5.55710E-4,9.38683E-4,1.57888E-3,2.62598E-3,4.30766E-3,6.93392E-3,1.09139E-2
4.39394E-1,5.56350E-4,9.39858E-4,1.58103E-3,2.62943E-3,4.31406E-3,6.94446E-3,1.09326E-2
4.44444E-1,5.56842E-4,9.41108E-4,1.58297E-3,2.63326E-3,4.32030E-3,6.95595E-3,1.09507E-2
4.49495E-1,5.57502E-4,9.42290E-4,1.58502E-3,2.63655E-3,4.32615E-3,6.96611E-3,1.09673E-2
4.54545E-1,5.58043E-4,9.43128E-4,1.58714E-3,2.64002E-3,4.33214E-3,6.97619E-3,1.09842E-2
4.59596E-1,5.58687E-4,9.44175E-4,1.58925E-3,2.64343E-3,4.33824E-3,6.98683E-3,1.10010E-2
4.64646E-1,5.59343E-4,9.45246E-4,1.59114E-3,2.64694E-3,4.34467E-3,6.99664E-3,1.10207E-2
4.69697E-1,5.59937E-4,9.46121E-4,1.59299E-3,2.65072E-3,4.34982E-3,7.00636E-3,1.10365E-2
4.74747E-1,5.60516E-4,9.47491E-4,1.59484E-3,2.65378E-3,4.35516E-3,7.01645E-3,1.10530E-2
4.79798E-1,5.61033E-4,9.48378E-4,1.59685E-3,2.65678E-3,4.36105E-3,7.02697E-3,1.10688E-2
4.84848E-1,5.61626E-4,9.49360E-4,1.59872E-3,2.65994E-3,4.36675E-3,7.03648E-3,1.10855E-2
4.89899E-1,5.62226E-4,9.50365E-4,1.60056E-3,2.66316E-3,4.37227E-3,7.04501E-3,1.11019E-2
4.94949E-1,5.62795E-4,9.51332E-4,1.60227E-3,2.66603E-3,4.37720E-3,7.05379E-3,1.11172E-2
5.00000E-1,5.63345E-4,9.52252E-4,1.60401E-3,2.66901E-3,4.38283E-3,7.06377E-3,1.11325E-2
