Matavo anoniminis tinginys

Usd,Isd
V,A
 ,Usg=4.30E+0V,Usg=4.37E+0V,Usg=4.43E+0V,Usg=4.50E+0V,Usg=4.57E+0V,Usg=4.63E+0V,Usg=4.70E+0V
1.31313E-1,4.87979E-4,8.15373E-4,1.35593E-3,2.22202E-3,3.57984E-3,5.62672E-3,8.53520E-3
1.36364E-1,4.90271E-4,8.19463E-4,1.36387E-3,2.23678E-3,3.60703E-3,5.67901E-3,8.63965E-3
1.41414E-1,4.92374E-4,8.23547E-4,1.37121E-3,2.25028E-3,3.63302E-3,5.72806E-3,8.73654E-3
1.46465E-1,4.94426E-4,8.27305E-4,1.37796E-3,2.26326E-3,3.65687E-3,5.77371E-3,8.82715E-3
1.51515E-1,4.96382E-4,8.30783E-4,1.38470E-3,2.27535E-3,3.67954E-3,5.81687E-3,8.91111E-3
1.56566E-1,4.98231E-4,8.34137E-4,1.39075E-3,2.28676E-3,3.70129E-3,5.85769E-3,8.98997E-3
1.61616E-1,4.99967E-4,8.37337E-4,1.39653E-3,2.29783E-3,3.72148E-3,5.89598E-3,9.06412E-3
1.66667E-1,5.01648E-4,8.40393E-4,1.40247E-3,2.30826E-3,3.74118E-3,5.93239E-3,9.13369E-3
1.71717E-1,5.03187E-4,8.43449E-4,1.40793E-3,2.31839E-3,3.75965E-3,5.96719E-3,9.20085E-3
1.76768E-1,5.04731E-4,8.46364E-4,1.41314E-3,2.32801E-3,3.77785E-3,5.99968E-3,9.26285E-3
1.81818E-1,5.06224E-4,8.49047E-4,1.41832E-3,2.33729E-3,3.79532E-3,6.03183E-3,9.32223E-3
1.86869E-1,5.07657E-4,8.51850E-4,1.42335E-3,2.34652E-3,3.81192E-3,6.06229E-3,9.37982E-3
1.91919E-1,5.09033E-4,8.54424E-4,1.42800E-3,2.35491E-3,3.82766E-3,6.09150E-3,9.43382E-3
1.96970E-1,5.10483E-4,8.56987E-4,1.43280E-3,2.36347E-3,3.84292E-3,6.11983E-3,9.48654E-3
2.02020E-1,5.11774E-4,8.59269E-4,1.43706E-3,2.37172E-3,3.85761E-3,6.14700E-3,9.53818E-3
2.07071E-1,5.13088E-4,8.61695E-4,1.44136E-3,2.37946E-3,3.87182E-3,6.17400E-3,9.58547E-3
2.12121E-1,5.14400E-4,8.64020E-4,1.44594E-3,2.38741E-3,3.88627E-3,6.19983E-3,9.63220E-3
2.17172E-1,5.15620E-4,8.66325E-4,1.45004E-3,2.39495E-3,3.90098E-3,6.22485E-3,9.67773E-3
2.22222E-1,5.16847E-4,8.68579E-4,1.45412E-3,2.40252E-3,3.91374E-3,6.24977E-3,9.72087E-3
2.27273E-1,5.17971E-4,8.70755E-4,1.45808E-3,2.40978E-3,3.92715E-3,6.27242E-3,9.76347E-3
2.32323E-1,5.19129E-4,8.72837E-4,1.46204E-3,2.41626E-3,3.93918E-3,6.29539E-3,9.80486E-3
2.37374E-1,5.20222E-4,8.74886E-4,1.46589E-3,2.42341E-3,3.95182E-3,6.31755E-3,9.84366E-3
2.42424E-1,5.21362E-4,8.76920E-4,1.46976E-3,2.43020E-3,3.96348E-3,6.33935E-3,9.88251E-3
2.47475E-1,5.22370E-4,8.78921E-4,1.47338E-3,2.43653E-3,3.97593E-3,6.35961E-3,9.92013E-3
2.52525E-1,5.23440E-4,8.80783E-4,1.47694E-3,2.44282E-3,3.98755E-3,6.38048E-3,9.95618E-3
2.57576E-1,5.24478E-4,8.82714E-4,1.48038E-3,2.44934E-3,3.99889E-3,6.40088E-3,9.99070E-3
2.62626E-1,5.25415E-4,8.84500E-4,1.48374E-3,2.45521E-3,4.01024E-3,6.41995E-3,1.00258E-2
2.67677E-1,5.26482E-4,8.86365E-4,1.48720E-3,2.46182E-3,4.02140E-3,6.43935E-3,1.00607E-2
2.72727E-1,5.27461E-4,8.88199E-4,1.49034E-3,2.46755E-3,4.03157E-3,6.45789E-3,1.00937E-2
2.77778E-1,5.28417E-4,8.89944E-4,1.49360E-3,2.47363E-3,4.04198E-3,6.47638E-3,1.01265E-2
2.82828E-1,5.29264E-4,8.91656E-4,1.49677E-3,2.47943E-3,4.05219E-3,6.49421E-3,1.01583E-2
2.87879E-1,5.30209E-4,8.93512E-4,1.49976E-3,2.48492E-3,4.06229E-3,6.51138E-3,1.01898E-2
2.92929E-1,5.31195E-4,8.95185E-4,1.50293E-3,2.49015E-3,4.07213E-3,6.52897E-3,1.02196E-2
2.97980E-1,5.32094E-4,8.96869E-4,1.50569E-3,2.49603E-3,4.08153E-3,6.54588E-3,1.02494E-2
3.03030E-1,5.32923E-4,8.98550E-4,1.50869E-3,2.50133E-3,4.09107E-3,6.56218E-3,1.02796E-2
3.08081E-1,5.33833E-4,9.00091E-4,1.51163E-3,2.50651E-3,4.10000E-3,6.57864E-3,1.03092E-2
3.13131E-1,5.34670E-4,9.01661E-4,1.51447E-3,2.51153E-3,4.10925E-3,6.59376E-3,1.03362E-2
3.18182E-1,5.35588E-4,9.03172E-4,1.51717E-3,2.51669E-3,4.11849E-3,6.60964E-3,1.03631E-2
3.23232E-1,5.36462E-4,9.04804E-4,1.51993E-3,2.52152E-3,4.12700E-3,6.62515E-3,1.03900E-2
3.28283E-1,5.37365E-4,9.06381E-4,1.52257E-3,2.52625E-3,4.13564E-3,6.64008E-3,1.04161E-2
3.33333E-1,5.38170E-4,9.07826E-4,1.52524E-3,2.53123E-3,4.14409E-3,6.65580E-3,1.04416E-2
3.38384E-1,5.39006E-4,9.09261E-4,1.52794E-3,2.53582E-3,4.15215E-3,6.66943E-3,1.04680E-2
3.43434E-1,5.39705E-4,9.10680E-4,1.53046E-3,2.54079E-3,4.16036E-3,6.68402E-3,1.04937E-2
3.48485E-1,5.40490E-4,9.12198E-4,1.53308E-3,2.54534E-3,4.16815E-3,6.69848E-3,1.05176E-2
3.53535E-1,5.41190E-4,9.13626E-4,1.53560E-3,2.54980E-3,4.17612E-3,6.71179E-3,1.05413E-2
3.58586E-1,5.41933E-4,9.15039E-4,1.53804E-3,2.55427E-3,4.18378E-3,6.72494E-3,1.05644E-2
3.63636E-1,5.42686E-4,9.16278E-4,1.54046E-3,2.55857E-3,4.19126E-3,6.73937E-3,1.05872E-2
3.68687E-1,5.43420E-4,9.17606E-4,1.54279E-3,2.56253E-3,4.19872E-3,6.75225E-3,1.06088E-2
3.73737E-1,5.44112E-4,9.19023E-4,1.54497E-3,2.56699E-3,4.20627E-3,6.76509E-3,1.06314E-2
3.78788E-1,5.44858E-4,9.20339E-4,1.54750E-3,2.57112E-3,4.21337E-3,6.77829E-3,1.06541E-2
3.83838E-1,5.45558E-4,9.21619E-4,1.54984E-3,2.57555E-3,4.22085E-3,6.79018E-3,1.06760E-2
3.88889E-1,5.46300E-4,9.22855E-4,1.55228E-3,2.57931E-3,4.22811E-3,6.80362E-3,1.06971E-2
3.93939E-1,5.46991E-4,9.24035E-4,1.55431E-3,2.58336E-3,4.23539E-3,6.81615E-3,1.07167E-2
3.98990E-1,5.47684E-4,9.25344E-4,1.55642E-3,2.58733E-3,4.24228E-3,6.82793E-3,1.07376E-2
4.04040E-1,5.48349E-4,9.26515E-4,1.55863E-3,2.59093E-3,4.24891E-3,6.83964E-3,1.07585E-2
4.09091E-1,5.48992E-4,9.27736E-4,1.56078E-3,2.59469E-3,4.25549E-3,6.85229E-3,1.07782E-2
4.14141E-1,5.49639E-4,9.28833E-4,1.56299E-3,2.59905E-3,4.26302E-3,6.86373E-3,1.07973E-2
4.19192E-1,5.50309E-4,9.30052E-4,1.56525E-3,2.60245E-3,4.26933E-3,6.87496E-3,1.08158E-2
4.24242E-1,5.50863E-4,9.31141E-4,1.56742E-3,2.60630E-3,4.27582E-3,6.88615E-3,1.08343E-2
4.29293E-1,5.51530E-4,9.32223E-4,1.56944E-3,2.60969E-3,4.28184E-3,6.89742E-3,1.08534E-2
4.34343E-1,5.52123E-4,9.33407E-4,1.57148E-3,2.61347E-3,4.28825E-3,6.90823E-3,1.08708E-2
4.39394E-1,5.52697E-4,9.34562E-4,1.57359E-3,2.61697E-3,4.29433E-3,6.91880E-3,1.08893E-2
4.44444E-1,5.53411E-4,9.35678E-4,1.57560E-3,2.62077E-3,4.30069E-3,6.92924E-3,1.09073E-2
4.49495E-1,5.54061E-4,9.36748E-4,1.57761E-3,2.62415E-3,4.30722E-3,6.93979E-3,1.09261E-2
4.54545E-1,5.54585E-4,9.37852E-4,1.57962E-3,2.62770E-3,4.31307E-3,6.95003E-3,1.09442E-2
4.59596E-1,5.55148E-4,9.38946E-4,1.58157E-3,2.63078E-3,4.31905E-3,6.95991E-3,1.09614E-2
4.64646E-1,5.55737E-4,9.39963E-4,1.58350E-3,2.63441E-3,4.32446E-3,6.96980E-3,1.09781E-2
4.69697E-1,5.56296E-4,9.41119E-4,1.58547E-3,2.63773E-3,4.33062E-3,6.97968E-3,1.09940E-2
4.74747E-1,5.56869E-4,9.42106E-4,1.58737E-3,2.64120E-3,4.33652E-3,6.98971E-3,1.10110E-2
4.79798E-1,5.57471E-4,9.43204E-4,1.58897E-3,2.64465E-3,4.34196E-3,7.00067E-3,1.10277E-2
4.84848E-1,5.58095E-4,9.44209E-4,1.59081E-3,2.64790E-3,4.34715E-3,7.00990E-3,1.10435E-2
4.89899E-1,5.58612E-4,9.45182E-4,1.59244E-3,2.65092E-3,4.35313E-3,7.01942E-3,1.10597E-2
4.94949E-1,5.59183E-4,9.46222E-4,1.59420E-3,2.65386E-3,4.35804E-3,7.02889E-3,1.10753E-2
5.00000E-1,5.59752E-4,9.47231E-4,1.59607E-3,2.65731E-3,4.36358E-3,7.03799E-3,1.10908E-2
