Matavo anoniminis tinginys

Usd,Isd
V,A
 ,Usg=4.30E+0V,Usg=4.37E+0V,Usg=4.43E+0V,Usg=4.50E+0V,Usg=4.57E+0V,Usg=4.63E+0V,Usg=4.70E+0V
2.72727E-1,5.27527E-4,8.89099E-4,1.49052E-3,2.46995E-3,4.03439E-3,6.46096E-3,1.01047E-2
2.77778E-1,5.28587E-4,8.90809E-4,1.49367E-3,2.47550E-3,4.04461E-3,6.47906E-3,1.01363E-2
2.82828E-1,5.29557E-4,8.92547E-4,1.49677E-3,2.48126E-3,4.05480E-3,6.49742E-3,1.01686E-2
2.87879E-1,5.30492E-4,8.94129E-4,1.49988E-3,2.48700E-3,4.06459E-3,6.51524E-3,1.01997E-2
2.92929E-1,5.31407E-4,8.95966E-4,1.50299E-3,2.49243E-3,4.07429E-3,6.53254E-3,1.02311E-2
2.97980E-1,5.32494E-4,8.97554E-4,1.50597E-3,2.49830E-3,4.08370E-3,6.54986E-3,1.02605E-2
3.03030E-1,5.33322E-4,8.99170E-4,1.50883E-3,2.50372E-3,4.09301E-3,6.56666E-3,1.02899E-2
3.08081E-1,5.34229E-4,9.00743E-4,1.51169E-3,2.50884E-3,4.10226E-3,6.58247E-3,1.03183E-2
3.13131E-1,5.35175E-4,9.02332E-4,1.51451E-3,2.51395E-3,4.11200E-3,6.59891E-3,1.03471E-2
3.18182E-1,5.36017E-4,9.03994E-4,1.51737E-3,2.51894E-3,4.12081E-3,6.61512E-3,1.03744E-2
3.23232E-1,5.36797E-4,9.05472E-4,1.51999E-3,2.52409E-3,4.12964E-3,6.63098E-3,1.04011E-2
3.28283E-1,5.37589E-4,9.06987E-4,1.52275E-3,2.52897E-3,4.13775E-3,6.64629E-3,1.04270E-2
3.33333E-1,5.38374E-4,9.08449E-4,1.52553E-3,2.53345E-3,4.14647E-3,6.66129E-3,1.04527E-2
3.38384E-1,5.39182E-4,9.09863E-4,1.52803E-3,2.53801E-3,4.15473E-3,6.67609E-3,1.04774E-2
3.43434E-1,5.40053E-4,9.11272E-4,1.53064E-3,2.54277E-3,4.16280E-3,6.68975E-3,1.05035E-2
3.48485E-1,5.40787E-4,9.12666E-4,1.53327E-3,2.54782E-3,4.17108E-3,6.70351E-3,1.05278E-2
3.53535E-1,5.41582E-4,9.14204E-4,1.53602E-3,2.55225E-3,4.17902E-3,6.71772E-3,1.05512E-2
3.58586E-1,5.42337E-4,9.15578E-4,1.53849E-3,2.55699E-3,4.18624E-3,6.73161E-3,1.05747E-2
3.63636E-1,5.43061E-4,9.16962E-4,1.54092E-3,2.56100E-3,4.19424E-3,6.74600E-3,1.05976E-2
3.68687E-1,5.43810E-4,9.18336E-4,1.54318E-3,2.56550E-3,4.20205E-3,6.75862E-3,1.06209E-2
3.73737E-1,5.44557E-4,9.19671E-4,1.54547E-3,2.56959E-3,4.20945E-3,6.77143E-3,1.06424E-2
3.78788E-1,5.45387E-4,9.21004E-4,1.54782E-3,2.57369E-3,4.21672E-3,6.78475E-3,1.06644E-2
3.83838E-1,5.46158E-4,9.22216E-4,1.55017E-3,2.57776E-3,4.22446E-3,6.79718E-3,1.06862E-2
3.88889E-1,5.46850E-4,9.23548E-4,1.55257E-3,2.58191E-3,4.23200E-3,6.80887E-3,1.07076E-2
3.93939E-1,5.47507E-4,9.24791E-4,1.55484E-3,2.58606E-3,4.23907E-3,6.82202E-3,1.07287E-2
3.98990E-1,5.48221E-4,9.25954E-4,1.55695E-3,2.58987E-3,4.24657E-3,6.83398E-3,1.07492E-2
4.04040E-1,5.48883E-4,9.27193E-4,1.55918E-3,2.59370E-3,4.25327E-3,6.84692E-3,1.07693E-2
4.09091E-1,5.49530E-4,9.28448E-4,1.56141E-3,2.59747E-3,4.25979E-3,6.85776E-3,1.07890E-2
4.14141E-1,5.50163E-4,9.29693E-4,1.56338E-3,2.60120E-3,4.26704E-3,6.86934E-3,1.08092E-2
4.19192E-1,5.50818E-4,9.30831E-4,1.56554E-3,2.60511E-3,4.27333E-3,6.88098E-3,1.08281E-2
4.24242E-1,5.51445E-4,9.31944E-4,1.56759E-3,2.60895E-3,4.27944E-3,6.89283E-3,1.08475E-2
4.29293E-1,5.52036E-4,9.32953E-4,1.56961E-3,2.61236E-3,4.28576E-3,6.90359E-3,1.08672E-2
4.34343E-1,5.52663E-4,9.34193E-4,1.57175E-3,2.61590E-3,4.29230E-3,6.91549E-3,1.08850E-2
4.39394E-1,5.53255E-4,9.35385E-4,1.57370E-3,2.61975E-3,4.29852E-3,6.92558E-3,1.09041E-2
4.44444E-1,5.53786E-4,9.36373E-4,1.57578E-3,2.62317E-3,4.30461E-3,6.93659E-3,1.09205E-2
4.49495E-1,5.54391E-4,9.37360E-4,1.57767E-3,2.62648E-3,4.31047E-3,6.94655E-3,1.09395E-2
4.54545E-1,5.54976E-4,9.38447E-4,1.57978E-3,2.62955E-3,4.31626E-3,6.95614E-3,1.09572E-2
4.59596E-1,5.55645E-4,9.39610E-4,1.58149E-3,2.63358E-3,4.32213E-3,6.96679E-3,1.09737E-2
4.64646E-1,5.56218E-4,9.40637E-4,1.58340E-3,2.63662E-3,4.32841E-3,6.97662E-3,1.09915E-2
4.69697E-1,5.56766E-4,9.41694E-4,1.58539E-3,2.64004E-3,4.33418E-3,6.98750E-3,1.10080E-2
4.74747E-1,5.57382E-4,9.42840E-4,1.58717E-3,2.64335E-3,4.34010E-3,6.99720E-3,1.10258E-2
4.79798E-1,5.57979E-4,9.43833E-4,1.58906E-3,2.64661E-3,4.34546E-3,7.00761E-3,1.10421E-2
4.84848E-1,5.58547E-4,9.44744E-4,1.59075E-3,2.64955E-3,4.35126E-3,7.01748E-3,1.10590E-2
4.89899E-1,5.59134E-4,9.45769E-4,1.59249E-3,2.65298E-3,4.35743E-3,7.02628E-3,1.10742E-2
4.94949E-1,5.59586E-4,9.46724E-4,1.59449E-3,2.65611E-3,4.36253E-3,7.03586E-3,1.10904E-2
5.00000E-1,5.60184E-4,9.47687E-4,1.59619E-3,2.65924E-3,4.36771E-3,7.04450E-3,1.11051E-2
