Matavo anoniminis tinginys

Usd,Isd,Isd,Isd,Isd,Isd,Isd,Isd
2.32323E-1,5.21180E-4,8.76306E-4,1.46724E-3,2.42650E-3,3.95204E-3,6.31116E-3,9.82504E-3
2.37374E-1,5.22284E-4,8.78364E-4,1.47118E-3,2.43325E-3,3.96475E-3,6.33371E-3,9.86450E-3
2.42424E-1,5.23404E-4,8.80500E-4,1.47509E-3,2.44001E-3,3.97687E-3,6.35604E-3,9.90301E-3
2.47475E-1,5.24512E-4,8.82419E-4,1.47862E-3,2.44688E-3,3.98844E-3,6.37655E-3,9.94069E-3
2.52525E-1,5.25558E-4,8.84384E-4,1.48228E-3,2.45303E-3,3.99986E-3,6.39746E-3,9.97729E-3
2.57576E-1,5.26666E-4,8.86393E-4,1.48583E-3,2.45942E-3,4.01128E-3,6.41732E-3,1.00121E-2
2.62626E-1,5.27660E-4,8.88203E-4,1.48912E-3,2.46534E-3,4.02245E-3,6.43687E-3,1.00463E-2
2.67677E-1,5.28686E-4,8.90073E-4,1.49262E-3,2.47123E-3,4.03326E-3,6.45700E-3,1.00808E-2
2.72727E-1,5.29683E-4,8.91874E-4,1.49573E-3,2.47729E-3,4.04348E-3,6.47585E-3,1.01142E-2
2.77778E-1,5.30593E-4,8.93603E-4,1.49914E-3,2.48318E-3,4.05403E-3,6.49358E-3,1.01461E-2
2.82828E-1,5.31524E-4,8.95257E-4,1.50252E-3,2.48844E-3,4.06473E-3,6.51150E-3,1.01784E-2
2.87879E-1,5.32490E-4,8.97040E-4,1.50554E-3,2.49420E-3,4.07444E-3,6.52918E-3,1.02102E-2
2.92929E-1,5.33439E-4,8.98842E-4,1.50860E-3,2.49951E-3,4.08443E-3,6.54727E-3,1.02410E-2
2.97980E-1,5.34302E-4,9.00455E-4,1.51182E-3,2.50513E-3,4.09425E-3,6.56412E-3,1.02717E-2
3.03030E-1,5.35181E-4,9.02067E-4,1.51454E-3,2.51075E-3,4.10369E-3,6.58115E-3,1.03008E-2
3.08081E-1,5.36087E-4,9.03673E-4,1.51726E-3,2.51577E-3,4.11328E-3,6.59760E-3,1.03297E-2
3.13131E-1,5.36884E-4,9.05275E-4,1.52035E-3,2.52106E-3,4.12233E-3,6.61347E-3,1.03570E-2
3.18182E-1,5.37732E-4,9.06817E-4,1.52334E-3,2.52606E-3,4.13125E-3,6.62971E-3,1.03861E-2
3.23232E-1,5.38614E-4,9.08253E-4,1.52605E-3,2.53082E-3,4.14028E-3,6.64511E-3,1.04121E-2
3.28283E-1,5.39539E-4,9.09833E-4,1.52876E-3,2.53580E-3,4.14863E-3,6.65971E-3,1.04400E-2
3.33333E-1,5.40310E-4,9.11437E-4,1.53125E-3,2.54049E-3,4.15746E-3,6.67488E-3,1.04659E-2
3.38384E-1,5.41117E-4,9.12867E-4,1.53396E-3,2.54534E-3,4.16601E-3,6.69013E-3,1.04919E-2
3.43434E-1,5.41886E-4,9.14325E-4,1.53630E-3,2.55004E-3,4.17366E-3,6.70477E-3,1.05167E-2
3.48485E-1,5.42669E-4,9.15772E-4,1.53906E-3,2.55471E-3,4.18164E-3,6.71906E-3,1.05422E-2
3.53535E-1,5.43504E-4,9.17218E-4,1.54167E-3,2.55930E-3,4.18975E-3,6.73303E-3,1.05667E-2
3.58586E-1,5.44265E-4,9.18476E-4,1.54394E-3,2.56388E-3,4.19802E-3,6.74784E-3,1.05896E-2
3.63636E-1,5.44965E-4,9.19822E-4,1.54662E-3,2.56833E-3,4.20596E-3,6.76088E-3,1.06137E-2
3.68687E-1,5.45741E-4,9.21207E-4,1.54893E-3,2.57242E-3,4.21312E-3,6.77364E-3,1.06363E-2
3.73737E-1,5.46456E-4,9.22527E-4,1.55142E-3,2.57704E-3,4.22053E-3,6.78712E-3,1.06591E-2
3.78788E-1,5.47190E-4,9.23828E-4,1.55360E-3,2.58136E-3,4.22833E-3,6.79973E-3,1.06802E-2
3.83838E-1,5.47861E-4,9.25106E-4,1.55607E-3,2.58533E-3,4.23519E-3,6.81175E-3,1.07019E-2
3.88889E-1,5.48597E-4,9.26467E-4,1.55835E-3,2.58962E-3,4.24262E-3,6.82428E-3,1.07241E-2
3.93939E-1,5.49333E-4,9.27827E-4,1.56045E-3,2.59340E-3,4.24958E-3,6.83659E-3,1.07453E-2
3.98990E-1,5.50018E-4,9.28893E-4,1.56273E-3,2.59760E-3,4.25651E-3,6.84865E-3,1.07659E-2
4.04040E-1,5.50693E-4,9.30198E-4,1.56489E-3,2.60127E-3,4.26337E-3,6.86049E-3,1.07858E-2
4.09091E-1,5.51396E-4,9.31397E-4,1.56706E-3,2.60528E-3,4.27056E-3,6.87175E-3,1.08055E-2
4.14141E-1,5.52055E-4,9.32524E-4,1.56939E-3,2.60890E-3,4.27740E-3,6.88381E-3,1.08243E-2
4.19192E-1,5.52775E-4,9.33630E-4,1.57161E-3,2.61272E-3,4.28380E-3,6.89480E-3,1.08450E-2
4.24242E-1,5.53378E-4,9.34825E-4,1.57365E-3,2.61636E-3,4.28993E-3,6.90535E-3,1.08635E-2
4.29293E-1,5.53948E-4,9.35871E-4,1.57577E-3,2.62024E-3,4.29582E-3,6.91718E-3,1.08821E-2
4.34343E-1,5.54565E-4,9.37071E-4,1.57788E-3,2.62405E-3,4.30268E-3,6.92809E-3,1.09000E-2
4.39394E-1,5.55113E-4,9.38135E-4,1.57982E-3,2.62742E-3,4.30927E-3,6.93919E-3,1.09180E-2
4.44444E-1,5.55669E-4,9.39243E-4,1.58163E-3,2.63105E-3,4.31558E-3,6.94995E-3,1.09363E-2
4.49495E-1,5.56306E-4,9.40431E-4,1.58381E-3,2.63468E-3,4.32169E-3,6.96015E-3,1.09538E-2
4.54545E-1,5.56941E-4,9.41798E-4,1.58573E-3,2.63814E-3,4.32770E-3,6.97051E-3,1.09727E-2
4.59596E-1,5.57489E-4,9.42622E-4,1.58761E-3,2.64137E-3,4.33408E-3,6.98034E-3,1.09895E-2
4.64646E-1,5.58032E-4,9.43734E-4,1.58950E-3,2.64476E-3,4.33920E-3,6.99030E-3,1.10066E-2
4.69697E-1,5.58527E-4,9.44805E-4,1.59146E-3,2.64807E-3,4.34485E-3,7.00088E-3,1.10251E-2
4.74747E-1,5.59102E-4,9.45836E-4,1.59318E-3,2.65117E-3,4.35032E-3,7.01096E-3,1.10406E-2
4.79798E-1,5.59728E-4,9.46959E-4,1.59512E-3,2.65440E-3,4.35614E-3,7.02027E-3,1.10559E-2
4.84848E-1,5.60312E-4,9.48014E-4,1.59698E-3,2.65780E-3,4.36192E-3,7.03004E-3,1.10734E-2
4.89899E-1,5.60857E-4,9.49019E-4,1.59860E-3,2.66114E-3,4.36697E-3,7.03882E-3,1.10889E-2
4.94949E-1,5.61390E-4,9.49992E-4,1.60034E-3,2.66413E-3,4.37260E-3,7.04814E-3,1.11050E-2
5.00000E-1,5.61930E-4,9.50993E-4,1.60210E-3,2.66750E-3,4.37808E-3,7.05704E-3,1.11214E-2
